x Normal 1 ,y Normal 1 ,z Normal 1 ,i Normal 1 , x Normal 2,y Normal 2,z Normal 2 ,i Normal 2, x Normal 3,y Normal 3,z Normal 3 ,i Normal 3
11,4,19,133,-8,-43,15,245,1,-14,36,224
-6,-52,33,61,5,-28,40,265,-5,-12,46,151
9,20,45,0,-2,15,18,285,6,3,13,89
8,-36,9,0,-10,-46,37,326,-8,-40,24,12
-5,3,44,0,10,17,23,354,5,22,35,0
10,-9,35,0,-10,-49,32,368,-6,15,18,0
-7,-50,19,0,6,31,28,373,1,-36,38,0
10,26,43,0,12,-10,7,367,0,7,23,0
-7,-40,17,0,9,29,47,361,-10,-20,10,0
1,19,3,0,-8,8,13,319,0,-8,50,0
5,-27,38,0,11,-32,38,248,11,18,6,0
-3,1,17,0,-3,22,19,181,2,-39,27,0
8,27,42,0,4,-41,34,114,-5,11,37,0
-3,-46,29,0,13,29,27,40,12,-35,8,0
7,25,27,0,-8,-47,28,0,-8,7,46,0
9,2,30,0,10,26,32,0,6,-24,16,0
-3,-24,19,0,7,-3,10,0,9,0,40,0
9,18,22,0,-4,-25,44,0,-10,6,48,0
2,-34,22,0,9,21,17,0,1,-31,8,0
2,11,33,82,-5,-36,14,0,0,9,48,24
9,16,24,124,6,8,42,0,-2,-31,10,100
-4,-35,32,177,10,16,20,0,8,-16,46,140
-4,2,27,252,-7,-40,32,0,-8,6,13,208
7,-12,29,325,2,-5,27,0,-5,6,38,291
-6,-38,36,355,3,-8,14,0,8,6,21,343
5,23,23,372,0,-37,25,0,-3,-33,4,366
-2,-36,37,377,8,12,33,0,5,-26,55,377
-7,18,29,368,-6,-30,19,0,0,2,6,373
11,7,27,366,11,-25,36,0,-7,0,47,367
0,-2,32,327,-3,7,22,0,12,-36,12,344
0,39,19,248,7,-24,19,0,-6,-5,16,277
6,12,40,192,1,-2,38,39,9,-19,44,211
-4,-26,37,117,-8,4,22,102,-4,-37,14,145
10,0,16,45,12,-31,33,152,7,12,38,75
-8,-16,32,0,-9,4,28,217,0,-34,22,0
6,-15,28,0,11,-32,17,292,-8,-27,9,0
-2,15,13,0,-8,6,42,349,11,8,46,0
0,-37,44,0,8,-12,14,364,-8,-27,30,0
7,12,11,0,-6,-23,43,376,11,3,20,0
-9,-29,15,0,0,-2,17,374,8,18,42,0
8,1,45,0,-9,-30,18,368,-5,-44,14,0
-8,-20,14,0,12,9,40,343,-5,20,40,0
6,-6,21,0,-2,-38,14,265,-5,-8,19,0
-7,8,4,0,3,16,47,122,8,-26,12,0
-10,-30,57,0,3,-41,7,42,11,8,44,0
11,5,4,0,-9,20,51,0,-6,-37,26,0
-11,-30,51,0,8,-44,6,0,16,15,26,0
1,-20,9,0,5,-26,21,0,11,-25,35,0
3,-6,42,0,-5,18,41,0,3,-6,21,0
-10,-29,46,0,6,5,10,0,1,-5,40,0
10,0,11,0,-5,-38,50,0,10,-20,18,0
-7,-4,46,9,-7,11,20,0,-3,9,39,0
-7,-30,7,72,8,-30,35,0,6,-37,20,52
9,5,48,118,2,-3,48,0,8,16,33,110
-4,-20,10,174,-11,21,9,0,-6,-27,26,152
2,-10,11,248,-1,-48,46,0,4,6,18,220
12,12,50,321,-1,22,35,0,-1,-16,39,297
-12,-37,3,350,10,5,19,0,-8,-46,17,346
10,-24,32,368,9,-32,42,0,10,28,40,364
-8,5,32,374,-7,12,20,0,-10,10,17,375
-6,-36,23,369,0,-27,32,0,-2,-46,28,376
10,13,49,366,-15,-42,51,0,6,-21,34,370
9,-35,8,329,6,28,6,37,-5,9,22,355
-8,54,13,252,-7,-45,24,93,9,-43,40,288
5,22,44,195,0,-12,38,134,-8,17,20,218
0,-52,19,110,-12,0,14,195,5,-30,16,145
1,32,35,42,-6,-43,43,271,0,-42,45,81
4,-7,26,0,7,20,17,334,0,29,13,8
-7,-29,8,0,-9,-38,38,358,1,-12,24,0
10,14,46,0,10,14,23,375,-4,-12,36,0
-4,-45,34,0,-1,-29,31,375,8,27,19,0
6,32,21,0,0,1,30,369,-9,-40,36,0
-1,-19,42,0,11,28,8,362,5,21,44,0
3,-11,17,0,-10,-45,47,319,-5,17,9,0
2,3,10,0,-2,29,12,248,1,-37,32,0
-6,-29,38,0,6,-42,39,181,11,19,29,0
8,21,18,0,-8,21,20,114,-11,-20,26,0
-4,-35,40,0,10,-32,34,32,9,-8,52,0
9,8,26,0,-4,1,26,0,3,-8,8,0
8,-19,29,0,-7,27,28,0,-5,-20,46,0
-3,-47,29,0,11,-20,20,0,10,0,16,0
7,27,27,0,0,-5,13,0,-8,-37,10,0
-1,-44,31,0,1,26,43,0,4,8,49,0
-3,-20,23,0,10,-46,40,0,9,-27,8,16
9,4,34,17,-8,-23,15,0,-9,2,49,89
-4,-38,24,92,9,8,37,0,1,11,10,128
4,14,31,130,8,-35,22,0,1,-13,45,176
5,-25,26,187,-6,11,32,0,-11,-13,14,254
-5,-33,31,264,8,-29,40,0,10,-32,39,322
8,20,36,336,-1,-40,16,0,-7,9,23,357
6,-15,23,358,-8,22,39,0,-5,-35,32,373
-4,-6,35,375,14,-39,34,0,8,7,53,376
5,-5,29,376,-8,-15,22,0,-9,-7,7,367
-3,-36,28,368,13,-1,38,0,4,-26,46,366
3,18,30,362,-7,-24,22,0,0,8,13,321
11,1,18,306,-2,8,35,36,0,-32,16,260
44,-25,39,229,10,-25,37,101,4,-36,43,194
-8,10,37,171,-6,-27,24,149,-2,8,9,125
11,-27,16,91,13,3,38,216,10,-37,38,56
-9,2,34,21,-9,-22,27,289,-4,-13,24,0
-2,-20,27,0,12,-9,30,345,7,-5,10,0
6,-11,12,0,-9,-17,29,364,-1,-35,45,0
-4,-10,45,0,11,-11,28,376,-7,9,12,0
8,-18,35,0,-8,5,40,374,0,-31,21,0
-8,11,19,0,10,-35,39,369,0,-35,38,0
1,-28,41,0,10,6,39,345,11,19,15,0
-1,-29,12,0,3,-30,15,268,-5,-22,40,0
0,-6,43,0,-8,4,33,124,9,-9,19,0
1,-6,46,0,14,7,26,42,-4,23,13,0
-4,-13,6,0,-3,-36,29,0,3,-49,43,0
5,-30,55,0,2,14,31,0,11,23,13,0
-7,4,5,0,3,-39,6,0,-2,-43,26,0
5,-29,28,0,-10,19,51,0,6,11,32,0
8,-20,35,0,10,-44,8,0,11,-27,21,0
-11,-6,18,0,-7,17,45,0,-5,-47,36,0
10,-23,44,0,-7,1,50,0,10,26,20,4
1,0,12,48,7,-35,8,0,5,-43,38,70
0,-28,45,102,-7,15,50,0,-4,22,20,120
10,-2,7,157,4,-34,24,0,8,-38,34,169
-9,5,22,219,10,1,27,0,-3,16,25,240
8,-20,39,294,-11,21,48,0,5,-27,31,307
8,-8,14,343,9,-47,13,0,9,5,27,351
-9,12,47,363,2,-14,41,0,-8,26,17,365
4,-37,4,375,-6,4,41,0,2,-46,41,375
-4,15,34,376,9,-39,10,0,3,26,17,374
2,1,31,369,-9,14,51,0,-9,-3,40,368
11,-27,4,356,7,-28,26,46,11,-21,0,345
-9,16,51,302,-5,-42,27,99,-8,8,23,270
-4,-39,38,222,5,28,53,139,7,-42,41,205
7,-40,16,159,-2,-13,7,204,-4,17,19,129
-8,19,45,78,-11,-12,44,279,5,20,16,67
8,-50,16,20,10,0,16,340,8,-41,44,0
-2,32,35,0,-10,-44,11,360,-7,5,13,0
4,-58,46,0,10,21,47,375,8,-12,25,0
1,30,9,0,-9,-37,7,373,-10,-12,35,0
0,-49,27,0,7,14,48,368,8,27,17,0
8,-38,31,0,-5,-29,8,355,-9,-40,37,0
-5,27,9,0,2,2,24,305,5,21,23,0
6,-49,44,0,3,26,35,235,-6,16,9,0
11,31,18,0,1,-44,15,168,-11,-37,33,0
1,-48,20,0,-11,29,44,98,11,6,27,0
1,-24,38,0,12,-42,9,22,-12,-21,5,0
1,17,18,0,6,22,190,0,-1,-8,52,0
8,-40,33,0,-4,-33,24,0,4,-8,7,0
-5,25,26,0,9,14,30,0,-5,-41,14,0
10,-24,30,0,-6,-24,32,0,10,14,48,0
8,-4,29,0,6,-2,11,0,-8,-36,9,0
-4,29,19,0,11,25,44,0,-7,8,50,0
10,-45,37,46,-7,-46,16,0,11,-25,8,60
-1,23,20,106,11,25,15,0,-1,0,31,115
6,2,32,147,3,5,41,0,2,8,32,159
2,-27,24,209,-1,-32,16,0,0,-32,19,237
-4,16,33,286,6,13,32,0,-12,10,42,314
2,-28,38,345,-5,-31,27,0,10,-31,9,353
5,-31,20,363,8,2,16,0,-8,8,38,369
-5,18,36,377,9,20,39,0,-6,-13,21,377
8,-38,22,374,-7,-14,33,0,8,-17,30,372
-4,-2,31,368,4,-14,21,0,-4,-7,32,365
-5,-9,28,350,1,0,38,0,4,-26,17,328
8,-36,28,281,3,-33,22,39,2,5,0,256
-4,19,39,211,5,8,34,104,0,-30,12,193
3,-36,17,144,-8,5,36,151,11,-35,43,121
10,0,41,66,11,-28,22,225,-8,9,46,54
-8,-22,35,2,-5,-1,32,302,10,-20,9,0
11,6,19,0,9,-22,28,355,-3,-14,34,0
-9,-30,38,0,-1,-9,16,367,6,-2,24,0
12,6,23,0,-8,5,16,376,0,-36,28,0
-9,-24,13,0,13,-33,29,374,-9,8,46,0
7,-6,47,0,-8,5,51,368,12,9,12,0
8,13,31,0,11,-36,16,333,-8,-37,41,0
-7,-2,25,0,-8,7,34,254,9,22,40,0
7,-2,51,0,11,-4,15,180,-5,-23,15,0
-8,-32,8,0,-8,-28,34,115,-3,-8,42,0
7,4,4,0,-7,7,50,33,10,25,21,0
0,-22,43,0,11,-37,8,0,0,-52,33,0
-4,-2,10,0,-5,16,36,0,-4,25,41,0
5,-16,43,0,4,-41,-8,0,11,-44,13,0
-7,-30,19,0,1,20,47,0,0,-41,43,0
6,4,32,0,-10,-13,8,0,6,21,17,0
-5,-29,31,0,10,-18,15,0,12,-50,40,7
-8,-18,22,0,5,-3,48,0,-6,30,16,68
10,-9,40,54,-6,-32,16,0,0,-47,39,117
-10,-20,15,1,8,19,40,0,7,24,21,166
0,-1,36,160,-6,-40,22,0,-5,-40,34,241
2,-29,24,225,4,-43,9,0,8,18,37,313
-8,-26,27,302,9,20,47,0,-5,26,19,354
8,1,33,346,-12,-47,33,0,-6,-43,39,366
7,-21,19,365,0,-10,21,0,10,28,19,377
-9,-5,52,376,2,0,41,0,-8,-47,39,374
8,9,10,373,-5,-27,18,0,1,27,18,367
-4,-36,40,367,11,16,35,0,3,-1,31,338
4,15,56,343,-10,-32,49,61,-10,-21,33,260
11,-4,3,281,8,-40,7,109,11,25,23,193
-9,-21,30,207,-5,27,29,158,-8,-42,41,118
9,16,33,141,4,-17,34,228,8,18,17,55
5,-40,3,61,-3,-8,7,303,11,19,16,0
6,0,49,0,-10,-3,46,354,-9,-40,45,0
-5,10,42,0,12,-45,14,365,9,6,26,0
9,12,12,0,-11,21,41,376,-8,-14,25,0
-4,-45,40,0,10,-37,21,373,8,-43,44,0
6,25,21,0,-10,14,34,369,-11,27,15,0
0,-54,29,0,7,-29,28,346,7,-40,39,0
-6,28,29,0,-4,2,8,282,-8,21,46,0
-4,-50,10,0,1,25,47,158,-7,14,9,0
-4,-30,44,0,0,-42,12,81,8,-35,36,0
8,20,34,0,-11,27,41,6,-11,8,24,0
-4,-45,12,0,13,-41,16,0,12,-21,4,0
7,31,38,0,-8,22,186,0,-10,-8,53,0
-2,-50,22,0,-5,-33,23,0,0,-9,6,0
3,32,34,0,9,15,32,0,2,-42,16,0
8,10,26,0,-5,-25,28,0,-10,14,47,0
-4,-35,29,0,6,0,12,0,11,-36,8,64
10,22,30,0,0,32,44,0,-8,8,43,116
5,-32,19,4,-8,23,15,0,-7,-24,19,161
-2,3,39,75,1,-43,19,0,9,-1,32,240
8,-14,21,170,4,-15,38,0,-4,7,30,318
-2,-48,32,240,-2,1,20,0,1,-31,20,355
6,24,25,312,10,-41,35,0,11,8,42,370
8,-2,34,355,-6,14,25,0,-11,-29,14,378
-4,-23,24,367,-5,-32,16,0,9,4,40,373
4,20,19,378,9,-36,38,0,-8,-13,20,366
4,-31,36,370,0,18,31,0,-5,-16,32,331
-6,11,23,367,5,-37,23,0,8,0,32,256
8,16,27,343,2,-11,38,42,-3,-7,5,196
-7,-35,29,271,-7,-3,22,103,5,-31,0,123
-4,2,27,202,13,-21,33,147,1,3,12,52
7,-12,36,130,-6,9,35,210,1,-2,13,0
-4,-36,20,56,11,-27,24,281,12,-32,46,0
5,18,28,0,-5,-27,33,338,-7,7,17,0
41,21,34,0,-3,3,27,362,9,-18,35,0
-5,-18,18,0,10,-31,30,373,-5,-14,25,0
-8,1,37,0,-8,-8,27,377,6,12,10,0
11,-27,24,0,11,-17,31,370,0,-34,46,0
-9,7,16,0,-8,-12,34,280,-7,-28,34,0
12,-26,31,0,11,-15,16,262,10,10,18,0
-10,-3,28,0,-8,-31,40,161,-7,-28,41,0
9,-17,9,0,-2,-26,19,90,10,4,16,0
7,-11,50,0,7,-26,36,14,-4,-23,39,0
-7,-5,33,0,-6,6,24,0,-3,-48,21,0
7,-32,23,0,10,-28,8,0,8,24,14,0
-9,5,40,0,-5,-1,50,0,-4,-53,40,0
8,-25,14,0,7,-20,8,0,7,27,14,0
-8,0,46,0,13,-5,50,0,0,10,27,5
-3,-20,18,0,-11,21,8,0,-5,-41,34,60
3,-32,36,0,10,-47,17,0,11,23,21,114
-7,4,27,4,4,20,44,0,-7,-52,34,163
8,-31,24,69,-3,-49,13,0,1,32,21,243
-6,-17,38,114,5,-29,41,0,7,-48,39,317
4,-10,16,178,-8,11,23,0,-3,25,20,355
9,-20,37,248,4,-42,9,0,8,-41,32,366
-12,0,23,320,7,10,45,0,8,18,26,376
1,-30,30,354,-9,-27,32,0,-7,-27,30,373
2,-24,31,368,3,-49,23,0,4,-44,30,367
-8,1,22,377,-1,28,40,0,-1,26,19,334
9,-22,39,373,-3,-45,17,0,1,-47,37,254
-9,-3,8,367,11,-25,12,64,11,26,20,189
-8,9,45,332,-9,13,48,108,-12,-1,39,114
9,-36,52,265,8,-39,7,157,13,-21,33,52
-6,-13,4,194,-6,10,30,226,-8,6,23,0
3,-8,53,125,6,-19,35,301,-5,-40,20,0
9,-17,27,48,-3,-46,7,353,10,16,18,0
-9,17,24,0,-9,27,47,363,-9,18,44,0
-1,-41,52,0,12,-45,14,377,11,-37,13,0
6,-28,10,0,-12,23,41,369,-9,25,25,0
5,6,16,0,10,10,20,368,9,-14,35,0
-5,-38,43,0,-10,-32,8,348,-11,-10,16,0
8,20,17,0,8,16,47,288,9,27,39,0
-5,-31,33,0,-6,-40,9,220,-8,-40,44,0
7,-5,49,0,3,23,46,157,5,22,8,0
0,-10,9,0,0,-15,13,14,7,12,36,0
1,-22,46,0,-11,-7,40,0,-11,-35,24,0
4,14,32,0,13,-2,17,0,12,17,4,0
-3,-40,21,0,5,-22,187,0,-11,-24,54,0
9,28,38,0,-4,11,23,0,-2,-5,3,0
-5,-15,20,0,12,-30,31,0,2,-12,16,32
6,-10,36,0,-5,48,41,0,-5,-18,48,96
-2,4,23,0,7,15,14,0,11,-2,9,135
4,-31,30,0,12,-26,44,0,-7,-26,51,182
9,19,28,3,-8,2,16,0,-7,10,18,262
-7,-35,17,75,12,21,17,0,10,-27,32,331
11,8,38,121,4,-43,38,0,-11,1,31,360
6,30,20,170,-1,23,20,0,1,-18,22,375
-1,-48,35,246,7,-3,36,0,2,-7,40,375
8,-8,23,316,-6,-27,23,0,-11,8,10,366
-2,-4,36,358,8,8,16,0,10,-30,41,361
7,-44,22,370,10,-33,38,0,-8,4,19,302
8,22,33,379,-7,5,30,0,-6,-30,32,234
-3,-33,37,368,13,16,24,53,9,-17,30,168
4,-29,22,365,1,-36,38,109,-9,33,18,96
2,16,38,327,2,-9,20,152,4,-8,49,32
-7,-24,29,249,7,-5,36,218,1,-30,11,0
8,4,28,185,0,-21,35,288,1,3,43,0
3,20,38,108,8,9,23,341,5,-2,46,0
-2,-35,20,31,11,-26,34,374,-3,-32,10,0
5,17,38,0,11,-27,25,370,8,6,37,0
-4,-8,33,0,-8,3,32,369,-4,-18,25,0
6,-16,22,0,4,-23,26,366,7,-14,27,0
8,0,37,0,0,-12,33,340,0,12,46,0
-5,-32,23,0,2,3,41,266,3,-36,13,0
10,8,18,0,3,3,15,189,2,8,41,0
-8,-28,44,0,-8,-15,41,126,-7,10,16,0
2,0,10,0,11,-30,18,40,9,-30,15,0
1,9,30,0,-10,5,40,0,-4,5,41,0
-1,-32,29,0,11,-35,20,0,8,20,20,0
5,12,0,0,10,3,8,0,8,-48,34,0
-7,-32,45,0,-8,-31,51,0,-3,24,42,0
6,8,11,0,11,-34,7,0,8,-11,16,29
-8,-27,17,0,-3,14,51,0,-1,-24,42,89
0,-25,44,0,2,-47,6,0,-5,8,17,135
-1,6,12,0,10,8,20,0,11,-41,40,186
-3,-31,47,30,-7,-48,43,0,-5,22,19,267
3,4,8,97,7,19,11,0,2,-31,37,327
-6,-18,26,138,4,-10,45,0,5,-2,22,358
7,-13,36,207,-5,-24,47,0,-4,-5,33,369
-7,-13,16,280,7,24,10,0,8,-24,35,376
-8,-32,43,343,-5,-47,33,0,-4,13,20,369
10,1,8,357,2,13,31,0,-6,-40,37,360
-2,-32,33,374,8,17,14,0,4,17,21,312
2,-22,28,375,-12,-46,41,0,-2,-25,36,235
10,0,27,368,10,-1,15,45,-7,1,22,169
-8,-25,35,360,-9,-6,12,101,11,-12,28,92
9,0,6,293,-5,-44,48,152,-9,-47,32,33
6,7,48,216,7,20,22,216,0,47,24,0
-7,-36,15,152,-9,-35,32,294,5,25,39,0
7,-6,7,72,9,-36,31,343,-5,-42,19,0
-6,-13,51,7,-9,25,5,362,10,-23,19,0
-8,-38,22,0,1,-22,50,378,-8,8,44,0
9,17,27,0,0,-4,12,373,4,-37,27,0
-9,20,34,0,-3,28,43,368,-1,13,25,0
-1,-22,7,0,4,-47,18,353,0,-24,43,0
4,1,18,0,-7,25,35,290,1,-37,17,0
-3,-41,41,0,8,-40,49,224,-3,24,39,0
22,17,14,0,-6,16,8,158,7,-41,45,0
10,-38,37,0,4,-30,46,90,-9,-12,8,0
-5,3,23,0,-2,5,12,16,6,1,38,0
8,-18,10,0,-11,24,42,0,-6,-22,23,0
0,-13,45,0,12,-41,17,0,3,21,5,0
-7,27,23,0,-9,25,37,0,11,-34,52,0
11,-41,36,0,-2,-40,23,0,-11,-33,33,51
-7,14,20,0,7,24,30,0,10,15,18,108
9,-24,37,0,-5,38,41,0,4,-39,45,150
-6,0,22,0,7,17,15,0,-4,20,10,208
8,-6,33,0,-2,-29,41,0,10,-42,45,285
9,-51,26,58,-7,4,36,0,-8,15,18,342
-6,29,29,113,12,18,19,0,5,-38,33,365
10,-43,38,157,2,-42,38,0,11,11,30,376
-6,-40,19,228,-1,22,23,0,-11,-27,22,373
2,27,36,306,7,-7,33,0,11,-31,39,366
6,-28,20,354,-6,-24,40,0,0,8,10,356
-1,0,39,367,8,16,18,0,-4,-31,42,290
10,27,19,378,8,-35,38,0,6,8,18,224
-2,-47,37,373,-8,9,33,0,-7,-30,33,157
7,-14,25,368,5,14,22,56,6,4,29,84
8,5,20,350,5,-37,35,112,9,-11,18,17
-3,-37,40,284,-6,-8,22,151,-10,-18,51,0
3,17,28,212,-6,-7,35,223,13,-7,11,0
1,-28,31,157,0,-34,36,292,-8,-30,0,0
-6,8,38,72,15,11,22,350,12,2,46,0
8,18,19,3,-5,-29,38,366,-7,-1,9,0
4,-33,40,0,0,-28,20,376,10,-33,36,0
-2,-2,32,0,-6,2,31,374,-4,-3,25,0
8,20,23,0,3,-23,26,369,4,-20,28,0
-5,-14,37,0,15,-8,32,349,10,-35,45,0
-3,10,21,0,-9,-18,30,281,-8,14,11,0
-9,-30,19,0,12,-13,24,216,11,-36,42,0
7,7,44,0,-8,-14,34,144,-7,-28,40,0
-4,-29,23,0,6,-17,17,0,8,10,15,0
7,0,32,0,-9,4,40,0,-3,-32,42,0
-4,7,46,0,-3,-31,17,0,-4,8,21,0
5,-29,12,0,9,7,208,0,9,20,34,0
-2,11,44,0,-8,-30,18,0,-4,-49,39,42
1,-32,35,0,8,2,9,0,6,26,15,98
3,8,22,0,-3,12,50,0,0,-14,42,146
-7,-29,40,0,-9,-35,27,0,-4,-21,16,198
5,4,13,0,10,16,25,0,9,6,40,284
-4,4,45,0,2,-42,39,0,3,-53,18,337
2,-31,11,64,-4,16,8,0,2,21,38,360
-3,4,30,164,8,-14,14,0,9,-36,20,370
0,-19,33,234,-7,-19,44,0,-4,1,20,376
7,-12,18,308,4,23,11,0,8,-8,35,369
-9,-14,43,354,7,-47,35,0,8,-22,20,358
8,-33,9,367,-9,15,28,0,-6,28,38,309
4,3,50,378,2,12,13,0,4,-42,18,230
-5,-8,24,375,0,-42,40,37,-2,20,37,166
7,-21,31,368,-12,1,37,97,-8,-26,29,88
-6,2,32,334,10,-11,15,136,11,1,30,31
-9,-26,17,255,-11,-44,41,199,-9,29,32,0
8,1,52,185,9,21,19,273,0,-4,21,0
-2,6,11,115,-7,8,35,330,5,48,0,0
0,-23,8,38,8,-33,52,361,-5,25,20,0
10,-4,52,0,-5,24,4,374,10,3,19,0
-10,14,18,0,-10,-25,22,373,-7,-25,42,0
8,-37,32,0,11,-2,41,369,4,20,26,0
-8,-10,31,0,-11,27,14,362,-2,-35,28,0
-5,-12,7,0,10,-48,47,306,0,11,43,0
9,-18,21,0,-13,26,7,169,1,18,16,0
-4,-3,40,0,10,-41,37,115,-9,-37,18,0
1,-40,12,0,35,16,24,39,7,2,44,0
-12,16,38,0,-6,15,28,0,-9,-11,9,0
0,-38,20,0,4,-40,33,0,5,-40,39,0
-8,5,11,0,-3,23,14,0,-6,24,52,0
11,-22,45,0,-10,-40,11,0,-9,-37,6,0
-8,-10,13,0,14,24,11,0,10,20,33,0
8,26,22,0,-9,-40,38,0,8,10,32,50
-2,-41,19,0,-2,22,22,0,-11,-33,20,106
-5,16,41,0,6,38,31,0,0,15,54,150
12,-27,16,19,-6,16,30,0,4,-23,8,208
-8,4,40,94,8,-29,15,0,-9,-4,46,288
10,-11,26,128,-2,-35,42,0,9,-13,17,346
-7,-17,30,186,-8,16,36,0,-8,-18,34,365
10,31,29,262,11,-40,20,0,-7,-3,30,376
-4,-47,19,329,1,20,37,0,11,-37,23,372
-6,-35,38,362,0,-9,22,0,-3,11,39,366
10,25,19,375,11,-22,34,0,1,-27,12,350
-7,-46,40,377,-7,16,39,0,10,0,42,281
4,6,18,368,7,-35,17,33,-11,-16,18,217
3,-18,36,361,8,9,26,98,11,-8,33,144
0,-48,25,316,-6,13,32,134,-8,8,31,70
11,29,20,242,8,-35,22,198,-6,-29,51,0
-3,1,40,175,0,-5,37,280,9,2,10,0
0,-23,27,98,4,-9,21,340,-8,-29,11,0
8,19,30,24,3,-35,34,364,6,-20,48,0
-2,-32,39,0,1,12,36,375,0,-6,19,0
5,-30,20,0,7,-31,23,375,0,-28,34,0
1,18,40,0,-5,-27,31,372,4,0,27,0
-6,-34,30,0,8,3,29,360,0,0,9,0
2,0,24,0,-3,-24,29,302,10,-3,47,0
3,-13,39,0,6,-6,27,224,-5,-31,36,0
-7,-35,20,0,-1,-19,31,152,5,5,16,0
8,12,19,0,-8,-11,29,87,-1,-17,40,0
4,-32,42,0,11,-16,17,15,3,-14,16,0
-5,8,12,0,-8,-33,38,0,3,13,37,0
6,-30,35,0,12,6,19,0,-8,-36,43,0
-5,3,27,0,-8,-31,39,0,8,-28,16,0
7,6,12,0,-2,7,18,0,-3,8,29,0
-3,-30,45,0,7,-31,13,0,9,-32,29,56
5,10,32,0,-8,6,45,0,9,8,27,106
-2,-32,23,0,8,10,12,0,-5,20,34,159
1,10,39,0,-5,-34,35,0,6,-49,18,218
4,-30,17,37,-9,14,26,0,40,25,37,302
-6,7,44,100,9,-41,27,0,1,-17,21,344
5,-28,12,148,0,16,52,0,-3,-18,37,365
-6,-28,46,217,-3,-19,8,0,10,3,23,375
3,3,31,289,8,-13,19,0,-7,-38,30,374
-2,-32,20,348,-7,23,42,0,1,23,28,367
-1,-8,41,362,-5,-48,13,0,6,-39,29,346
0,-18,10,375,6,-28,35,0,-5,5,38,282
-10,-33,49,373,-9,8,28,5,7,-12,19,213
9,3,21,368,3,-37,16,70,7,-18,37,149
5,-32,32,356,0,5,40,116,-7,10,24,70
-5,-20,28,293,-11,23,37,168,5,-44,29,9
8,-3,5,216,10,-43,15,234,-1,21,33,0
-7,-27,54,152,-10,22,40,310,-7,-29,23,0
6,1,7,79,9,5,20,351,11,3,39,0
9,4,12,9,-7,-31,10,364,-10,-13,20,0
-8,-33,48,0,-9,17,49,378,0,-48,21,0
0,11,14,0,8,-28,6,368,5,27,42,0
1,-19,38,0,-10,1,24,368,-4,-43,23,0
-9,-7,53,0,11,26,39,337,9,-24,28,0
8,12,5,0,-12,-48,14,201,-8,9,43,0
4,12,25,0,10,28,45,135,6,-36,15,0
-5,-39,36,0,-11,-44,9,66,0,12,43,0
7,13,15,0,10,18,48,0,0,-23,43,0
-5,-7,43,0,-34,-34,48,0,0,-36,9,0
3,-22,16,0,-7,-39,38,0,-3,22,41,0
11,2,12,0,4,24,38,0,7,-39,19,0
-8,-34,46,0,11,-39,10,0,-8,24,8,0
11,13,25,0,-9,23,32,0,4,0,52,96
-7,-24,25,0,13,-39,8,0,-6,-20,3,108
10,-4,35,0,-10,22,38,0,3,18,24,123
-4,-4,21,2,-2,-33,17,0,11,-33,40,171
-6,-26,41,69,7,16,38,0,-11,-30,14,243
11,17,17,117,-5,-28,28,0,10,13,46,315
-7,-32,36,159,8,-31,27,0,3,-38,14,354
11,10,24,228,-1,13,43,0,-4,17,36,370
-8,-19,32,304,-8,-37,15,0,11,-40,26,376
10,-9,28,354,12,-5,19,0,-7,14,24,368
-6,31,25,366,1,-11,37,0,5,-36,37,366
7,-50,39,377,0,-19,18,0,10,10,11,340
10,28,19,369,11,15,35,0,-10,-26,49,265
-8,18,40,367,-7,-33,25,69,11,-29,15,210
12,-42,17,339,7,-27,26,120,-13,8,37,135
2,14,39,274,9,11,39,160,-2,-30,28,64
3,-26,24,202,-7,-34,19,236,5,8,20,0
11,0,20,140,6,-5,40,308,-8,-28,54,0
-5,31,39,63,1,-9,35,355,7,2,8,0
8,-6,17,0,3,-35,20,367,10,-8,13,0
8,-17,32,0,4,12,36,376,-8,0,48,0
-3,23,28,0,2,-32,25,373,12,-22,15,0
6,-36,21,0,11,-27,33,369,-8,-3,37,0
-1,17,38,0,-5,3,39,340,12,-26,26,0
-7,16,30,0,8,-32,19,268,-7,-3,8,0
9,-33,25,0,-2,7,37,194,9,-1,47,0
-7,3,36,0,6,-20,20,125,-3,-31,33,0
0,0,22,0,-1,-11,40,56,6,-8,17,0
3,-16,37,0,-8,-16,16,0,10,-15,41,0
-6,-10,42,0,11,-15,40,0,-8,-33,15,0
9,-7,13,0,-7,-8,18,0,11,11,38,0
-6,-34,35,0,1,-21,21,0,-7,-35,22,0
-3,9,0,0,0,8,40,0,8,-28,16,0
7,-32,15,0,-8,-33,14,0,-4,8,38,0
-7,4,43,0,0,8,44,0,-4,-31,30,53
9,-23,12,0,6,40,16,0,9,8,27,103
-7,-30,47,0,-7,5,38,0,-4,17,34,157
2,10,13,63,9,11,25,0,7,-46,22,216
2,-32,42,172,8,-40,8,0,0,-2,34,300
-5,12,18,252,-7,-3,51,0,-5,-17,23,345
5,-33,13,320,5,-21,34,0,8,-16,36,363
-8,11,44,357,1,-8,22,0,3,0,24,375
4,-32,13,369,-7,22,47,0,1,-55,28,374
-3,3,41,378,8,-11,16,0,8,23,29,367
0,1,13,374,-8,-23,35,0,-5,-40,28,348
0,-32,44,368,-5,5,43,45,7,7,38,285
