x Normal 1,y Normal 1,z Normal 1,i Normal 1,SEP, x Normal 4, y Normal 4, z Normal 4, i Normal 4
6,-17,25,272,,3,-19,26,12
0,-9,33,216,,3,-10,37,78
-7,13,13,144,,0,-9,18,122
11,-38,42,68,,12,-39,40,176
-9,9,20,0,,-6,11,19,253
-2,-8,19,0,,11,-35,35,326
7,-27,39,0,,-3,4,26,355
-4,3,20,0,,6,-25,28,369
8,-30,34,0,,1,-7,31,379
-3,-3,25,0,,1,,,
-8,4,20,0,,-13,22,367,
9,-33,36,0,,12,-36,37,365
3,-13,30,0,,-8,10,21,320
0,-3,24,0,,10,-33,38,243
8,-28,37,0,,-6,8,20,183
-8,4,22,0,,8,-30,35,105
-3,3,15,0,,-3,1,25,43
6,-28,43,0,,-10,4,20,0
-7,12,15,0,,12,-34,39,0
4,-18,30,0,,-8,8,20,0
-4,,,,,2,-16,30,0
-4,30,0,,,5,-14,29,0
-11,9,17,0,,-8,4,20,0
11,-32,39,66,,8,-30,36,0
-10,10,18,116,,6,-22,32,0
8,-31,41,170,,-4,0,23,0
-8,12,17,245,,8,-24,39,0
9,-32,38,319,,-3,-4,29,0
5,-19,37,355,,2,-16,23,0
-5,4,17,370,,8,-32,39,0
8,-25,39,376,,-9,12,15,0
-9,13,17,373,,9,-30,42,0
8,-32,39,368,,3,-13,36,0
-8,17,17,336,,-7,-5,21,0
-4,-3,20,258,,8,-32,37,38
3,-17,40,193,,-8,9,19,97
-6,8,16,123,,7,-31,41,140
7,-30,41,52,,8,-26,44,198
-8,15,13,0,,-9,9,14,274
4,-22,29,0,,11,-35,44,336
0,-5,33,0,,-9,16,,
-8,21,13,0,,11,364,,
10,-40,43,0,,8,-38,46,375
-7,17,15,0,,-8,22,14,376
-2,0,18,0,,6,-36,38,372
6,-27,42,0,,-5,14,21,360
-5,13,20,0,,-8,12,13,298
7,-26,32,0,,7,-31,44,228
9,-32,43,0,,-7,20,12,156
-8,15,13,0,,7,-38,46,80
9,-36,43,0,,-8,19,12,10
,,,,,-2,-3,18,0
0,-6,34,0,,4,-24,43,0
1,-8,21,0,,-5,9,14,0
10,-36,44,0,,8,-31,35,0
-6,12,16,0,,-5,5,24,0
-4,-2,19,28,,-6,14,11,0
8,-28,41,89,,8,-37,46,0
-4,6,14,128,,0,-3,32,0
12,-35,45,189,,1,-10,22,0
-6,11,10,268,,10,-37,41,0
5,-21,28,333,,-8,16,16,0
3,-12,33,360,,10,-33,37,0
2,-9,20,374,,5,-23,42,0
6,-22,40,378,,-4,8,12,0
-4,4,14,367,,7,-29,35,0
8,-32,34,366,,-2,4,26,0
-5,2,27,328,,4,-23,30,0
8,-24,31,248,,11,-37,44,61
-3,-2,30,188,,-7,12,15,114
3,-20,26,106,,12,-39,43,164
2,-10,34,43,,-7,11,17,237
-8,12,15,0,,11,-38,38,316
13,-40,41,0,,-3,6,24,354
-8,12,19,0,,-5,7,15,368
-2,-2,20,0,,11,-33,44,379
9,-29,38,0,,-7,,,
-3,3,23,0,,,12,15,369
6,-25,33,0,,13,-36,39,368
0,-7,28,0,,-8,10,18,334
-7,11,19,0,,12,-34,39,249
8,-32,38,0,,-8,9,20,193
1,-17,35,0,,10,-32,35,108
-1,0,17,0,,-5,2,26,48
7,-29,35,0,,-8,2,19,0
-8,8,22,0,,13,-34,40,0
-6,9,15,0,,0,-6,30,0
7,-28,4,,,3,-18,29,0
3,0,,,,12,-35,39,0
-5,0,29,0,,-8,4,18,0
3,-17,25,27,,8,-31,35,0
-3,-8,32,94,,7,-22,33,0
-9,9,18,129,,-4,2,22,0
8,-29,42,188,,5,-21,34,0
-8,9,17,262,,-4,-3,28,0
9,-31,38,332,,-8,8,15,0
3,-16,34,362,,9,-33,43,0
-4,0,20,374,,0,-9,36,0
8,-20,39,378,,0,-7,22,0
-9,10,18,373,,9,-30,42,0
8,-29,38,369,,-10,10,18,0
-9,16,17,325,,9,-32,35,24
-3,-7,21,244,,6,-19,37,92
2,-12,38,177,,-7,0,18,130
-4,3,19,108,,7,-23,41,186
6,-25,39,36,,-9,5,14,262
-8,11,14,0,,4,-30,33,329
5,-26,30,0,,-3,4,25,
-1,1,31,0,,361,,,
-8,19,13,0,,0,-19,27,373
11,-40,43,0,,2,-4,32,379
-8,17,14,0,,-5,-5,21,374
0,-6,20,0,,6,-18,38,374
5,-21,40,0,,-6,15,22,330
-5,15,19,0,,4,-27,32,250
7,-29,33,0,,-4,8,27,189
8,-30,43,0,,0,-17,27,115
-8,13,14,0,,1,-6,32,49
9,-34,43,,,-9,19,15,0
,0,,,,9,-39,40,0
0,-3,33,0,,4,-22,42,0
3,-11,24,0,,-5,7,15,0
9,-35,41,0,,10,-31,44,0
-7,13,17,0,,-4,8,22,0
-2,-6,22,44,,4,-26,32,0
9,-25,39,100,,9,-37,45,0
-4,3,16,144,,-8,19,11,0
11,-33,44,210,,11,-37,43,0
-6,8,11,284,,4,-12,36,0
12,-41,46,345,,-3,-2,18,0
3,-8,32,361,,9,-35,36,0
3,-13,23,375,,-6,14,20,0
5,-19,37,376,,8,-30,36,0
-3,0,16,367,,9,-29,44,0
10,-31,45,355,,-8,11,13,0
-5,9,12,298,,2,-25,31,41
9,-29,35,224,,2,-6,31,96
-5,4,24,169,,2,-14,24,136
5,-26,31,84,,6,-16,38,196
1,-5,33,30,,-7,15,14,274
-9,13,13,0,,10,-41,40,340
13,-42,44,0,,-3,9,20,358
-8,16,16,0,,8,-29,34,373
-1,-6,21,0,,0,-1,28,
8,-25,38,0,,377,,,
-6,9,22,0,,1,-18,23,367
7,-31,33,0,,12,-39,42,358
8,-35,37,0,,-9,15,16,300
-6,13,19,0,,11,-37,42,225
9,-34,40,0,,-8,13,15,160
0,-14,33,0,,9,-36,38,81
0,-3,19,0,,-5,6,23,19
7,-34,,,,-6,3,17,0
,40,0,,,12,-34,42,0
-8,13,17,0,,-8,11,17,0
-4,9,14,0,,3,-20,30,0
6,-28,45,0,,3,-12,29,0
-8,9,15,0,,-7,8,19,0
4,-20,28,50,,9,-33,37,0
-4,-6,30,105,,-5,5,22,0
3,-12,28,157,,-5,3,20,0
8,-31,42,222,,6,-23,34,0
-8,9,16,294,,-4,-2,27,0
8,-30,39,348,,4,-16,25,0
-8,8,19,366,,7,-33,43,0
6,-24,35,376,,-10,14,12,0
6,-18,37,376,,8,-31,43,0
-7,7,19,372,,2,-14,36,0
6,-27,38,360,,-4,-4,21,0
-9,14,15,295,,9,-30,36,63
9,-30,41,218,,-9,7,20,109
-8,18,17,150,,7,-27,38,160
6,-33,40,73,,-5,8,21,223
3,-20,38,4,,-7,4,17,294
-4,6,15,0,,8,-28,41,345
7,-29,34,0,,-8,10,15,366
-4,7,27,0,,8,-30,41,376
-8,17,12,0,,-9,1,,
9,-39,44,0,,7,18,374,
-7,18,12,0,,6,-32,35,369
3,-10,23,0,,4,-19,38,351
3,-15,38,0,,-8,8,14,285
-6,19,15,0,,7,-27,43,217
8,-33,36,0,,-8,18,13,146
-5,9,23,0,,8,-37,44,68
-5,10,14,0,,0,-6,31,3
9,-32,45,0,,-1,-7,18,0
-2,0,30,0,,11,-39,41,0
4,-15,26,0,,-7,18,19,0
8,,,,,10,-35,37,0
-35,41,0,,,-6,8,22,0
-6,13,16,0,,-7,13,11,0
0,-9,23,50,,10,-37,45,0
6,-22,39,103,,-1,1,30,0
-3,1,16,148,,2,-12,23,0
9,-31,44,211,,10,-37,42,0
-4,3,22,285,,-9,16,17,0
8,-28,34,344,,9,-35,38,0
0,-4,30,363,,6,-21,43,0
4,-17,25,376,,-4,7,16,0
3,-14,36,377,,8,-29,34,0
-7,15,14,368,,-3,6,24,0
12,-38,40,356,,-7,10,15,9
-8,10,19,294,,13,-36,43,78
10,-32,37,216,,-7,13,15,123
-5,7,21,159,,13,-40,44,181
8,-30,33,73,,-7,14,14,256
-3,0,29,17,,11,-41,41,330
-10,10,12,0,,-4,10,20,358
15,-40,46,0,,-4,5,14,373
-8,16,16,0,,11,-34,46,
1,-13,22,0,,378,,,
6,-21,38,0,,-8,14,12,367
-8,11,21,0,,13,-40,44,364
7,-34,33,0,,-9,16,13,310
-2,3,27,0,,12,-40,45,230
-6,12,20,0,,-9,16,14,169
8,-34,39,0,,11,-40,41,82
-2,-10,32,0,,-6,10,23,15
0,-7,19,0,,-7,3,15,0
2,-18,39,0,,12,-35,44,0
-8,15,17,0,,-3,3,26,0
8,-30,38,,,4,-25,30,0
,0,,,,2,-8,30,0
5,-27,43,0,,-8,12,18,0
-8,8,14,12,,9,-38,39,0
6,-24,29,81,,6,-20,33,0
-4,-3,30,122,,-4,4,21,0
3,-14,28,182,,7,-28,36,0
0,-7,31,252,,-5,3,25,0
0,-11,24,321,,-7,11,14,0
1,-14,34,356,,8,-36,44,0
-7,10,20,372,,-2,-3,31,0
7,-24,36,378,,0,-10,26,0
-8,9,24,374,,1,-12,36,0
4,-21,28,368,,-9,13,17,0
-4,2,29,336,,9,-33,37,56
-10,15,15,255,,-8,8,20,106
8,-31,41,189,,-6,1,19,153
-9,18,16,113,,7,-22,40,214
9,-35,39,38,,-8,3,17,289
-8,16,18,0,,8,-27,40,343
-5,3,18,0,,-7,9,15,364
7,-27,42,0,,1,-18,28,375
-5,13,23,0,,1,-4,,
6,-28,32,0,,32,377,,
-2,0,26,0,,-3,-6,22,373
-8,17,12,0,,3,-17,36,363
10,-39,45,0,,-7,7,16,309
2,-8,33,0,,7,-26,34,229
-1,-3,19,0,,-4,10,25,163
5,-22,39,0,,1,-21,30,87
-6,14,18,0,,0,-2,29,27
6,-28,33,0,,-8,18,12,0
7,-29,43,0,,10,-39,44,0
-5,14,14,0,,-8,21,16,0
6,-2,,,,-4,3,15,0
0,29,0,,,7,-29,43,0
1,-5,30,0,,-6,11,18,0
1,-14,26,30,,6,-30,34,0
11,-38,42,97,,9,-36,48,0
-5,11,17,136,,-6,20,10,0
10,-35,40,207,,11,-38,44,0
-4,6,19,278,,2,-10,34,0
8,-32,37,341,,0,-3,18,0
-2,0,24,361,,11,-36,40,0
-4,11,11,375,,-8,15,20,0
11,-38,45,375,,8,-31,35,0
-6,14,12,367,,7,-28,42,0
11,-38,43,357,,-6,8,16,0
-8,13,15,293,,6,-26,31,65
10,-35,43,216,,0,-4,31,112
9,-32,46,57,,3,-16,25,158
9,-32,46,44,,4,-14,36,225
-4,3,25,16,,1,-8,19,294
-7,7,11,0,,11,-40,43,352
8,-29,27,0,,-5,9,18,363
-2,-3,33,0,,8,-30,36,375
3,-19,24,0,,-,,,
13,-42,42,0,,1,3,26,374
-9,12,19,0,,5,-21,25,366
-2,-6,19,0,,13,-39,44,348
7,-27,38,0,,-9,15,12,273
-6,9,19,0,,12,-39,45,206
5,-21,28,0,,-8,15,14,135
-3,-7,32,0,,11,-39,41,58
-7,13,16,0,,-8,10,22,0
8,-36,41,0,,10,-36,32,0
-8,16,17,0,,12,-33,44,0
-2,2,19,0,,-8,10,16,0
,,,,,13,-39,41,0
3,-25,40,0,,1,-7,29,0
-9,8,23,0,,0,-14,25,0
9,-26,30,61,,11,-38,38,0
8,-32,44,111,,-6,12,22,0
-8,13,15,165,,7,-29,34,0
8,-32,40,233,,6,-28,38,0
-10,9,18,308,,-7,10,14,0
9,-30,38,353,,8,-36,44,0
-8,9,20,368,,-2,-3,31,0
-3,-1,20,376,,1,-10,25,0
4,-18,37,374,,10,-36,45,0
-6,5,17,370,,-12,14,18,3
7,-25,39,349,,10,-35,38,70
-10,13,16,274,,-9,10,20,116
8,-29,40,198,,7,-30,39,171
-9,16,16,128,,7,-24,39,242
-2,-10,25,46,,-9,3,17,309
3,-12,34,0,,8,-29,39,352
-4,-3,19,0,,-8,10,16,367
9,-34,37,0,,9,-29,41,377
-6,14,21,0,,,,,
7,-31,33,0,,-10,13,18,372
9,-33,43,0,,8,-32,36,368
-8,15,14,0,,5,-16,36,333
4,-22,29,0,,-8,7,17,260
2,-4,31,0,,7,-25,41,196
-6,21,14,0,,-9,14,15,123
9,-37,41,0,,9,-35,42,48
-7,15,18,0,,0,1,27,0
-4,4,17,,,0,-14,25,0
0,,,,,10,-40,44,0
8,-26,41,0,,-8,21,14,0
-4,10,24,0,,10,-40,41,0
5,-24,32,0,,8,-25,42,0
8,-34,43,0,,-6,10,15,0
-7,13,15,25,,8,-34,44,0
12,-39,43,94,,-2,7,23,0
-5,13,16,135,,2,-19,28,0
10,-38,42,201,,10,-38,45,0
-5,9,15,272,,-9,19,14,0
-2,0,17,331,,9,-38,41,0
10,-33,44,360,,4,-17,38,0
-4,10,13,374,,-1,3,17,0
10,-37,46,374,,8,-32,39,0
-7,13,11,367,,-3,8,21,0
12,-40,46,356,,-6,7,17,22
-7,16,13,295,,11,-34,43,93
10,-38,47,216,,-6,12,15,134
-7,14,11,153,,12,-39,45,198
-2,-2,16,67,,-5,12,12,276
8,-28,44,4,,1,-11,22,339
-6,3,12,0,,7,-24,40,362
9,-34,34,0,,-2,1,15,374
-4,4,28,0,,9,-31,,
-8,12,12,0,,,45,376,
12,-42,44,0,,-7,11,10,367
-8,13,17,0,,11,-39,47,362
0,-12,22,0,,-8,16,10,303
5,-21,38,0,,5,-13,23,228
-6,11,23,0,,2,-12,37,168
6,-27,31,0,,0,-9,19,89
-4,0,29,0,,8,-21,41,29
-6,13,16,0,,-4,-3,15,0
8,-36,43,0,,12,-37,36,0
-2,-9,35,0,,-5,8,26,0
0,-4,21,,,-6,8,14,0
0,,,,,13,-37,42,0
8,-36,43,0,,-9,11,18,0
-9,13,19,1,,3,-16,26,0
-5,5,13,62,,4,-15,34,0
5,-32,43,112,,-7,13,21,0
-6,13,14,165,,7,-31,34,0
8,-33,43,235,,-7,4,26,0
-9,11,15,308,,-6,10,14,0
3,-12,25,355,,8,-35,44,0
-2,-13,33,369,,-5,0,29,0
0,-2,21,377,,1,-12,25,0
3,-16,38,375,,9,-36,44,0
-5,5,16,372,,-11,13,17,0
5,-25,40,346,,10,-34,37,69
-7,5,26,281,,4,-24,41,115
5,-17,27,206,,-4,4,18,168
-4,2,31,144,,7,-26,40,234
0,-14,26,63,,-8,4,16,304
1,-9,32,1,,7,-28,39,351
-8,14,17,0,,-3,-1,27,367
10,-34,40,0,,1,-13,26,376
5,-17,40,0,,,,,
-4,3,16,0,,1,-8,32,374
8,-34,36,0,,-3,-4,19,369
-5,8,22,0,,4,-17,38,348
-6,11,14,0,,-8,7,16,284
10,-34,44,0,,7,-26,33,208
-7,19,15,0,,-5,10,25,142
0,-12,24,0,,3,-23,31,63
3,-13,35,0,,0,1,27,6
-2,0,18,0,,-10,17,15,0
8,-32,37,0,,11,-39,43,0
-6,11,23,0,,-9,21,15,0
-5,10,1,,,-2,-3,18,0
5,0,,,,7,-24,40,0
8,-33,41,0,,-8,17,18,0
0,0,26,0,,7,-35,38,0
4,-20,28,69,,9,-32,44,0
12,-38,43,115,,-7,18,12,0
-5,13,16,169,,11,-38,43,0
11,-39,42,245,,0,-3,31,0
-5,10,15,316,,0,-9,22,0
10,-38,41,358,,11,-38,43,0
-3,7,19,367,,-7,19,16,0
6,-27,35,375,,7,-34,40,0
0,0,25,373,,7,-26,41,0
-7,12,10,367,,-6,7,16,16
12,-40,47,333,,7,-30,33,86
-8,15,11,259,,0,0,27,122
10,-37,48,188,,4,-19,30,174
-6,14,10,117,,2,-11,32,244
12,-40,45,38,,-7,13,11,314
-7,9,16,0,,11,-,,
-5,-2,13,0,,44,45,357,
9,-30,48,0,,-5,13,15,368
-5,9,24,0,,9,-34,41,375
7,-32,32,0,,-3,8,20,367
13,-38,44,0,,6,-28,32,363
-9,12,14,0,,-1,-3,30,329
9,-38,39,0,,4,-17,27,249
4,-16,37,0,,12,-39,51,185
-4,1,20,0,,-8,17,8,115
7,-30,33,0,,12,-42,47,41
-5,3,27,0,,8,-27,45,0
-7,11,,,,-8,14,20,0
,15,0,,,-8,14,20,0
7,-35,44,0,,-7,6,13,0
-8,18,13,0,,8,-36,33,0
2,-9,24,0,,-2,2,27,0
0,-17,38,0,,-8,13,15,0
-10,15,15,43,,9,-40,40,0
9,-35,37,101,,2,-11,33,0
-8,11,23,142,,-2,-1,21,0
6,-26,33,211,,5,-26,38,0
-5,0,27,282,,-6,8,24,0
-9,12,14,343,,4,-25,31,0
6,-34,42,364,,6,-34,45,0
-7,14,16,375,,-8,18,12,0
8,-29,38,375,,2,-15,27,0
-11,12,21,370,,-1,-10,35,0
6,-25,32,355,,0,-6,17,41
-9,8,24,296,,2,-23,41,101
-6,12,13,218,,-10,11,20,151
7,-27,43,153,,8,-29,37,217
-10,13,16,68,,-7,5,23,286
9,-32,38,0,,7,-22,32,346
-9,14,17,0,,-4,-2,28,366
1,-10,24,0,,3,-12,26,376
3,-13,37,0,,,,,
-8,16,18,0,,8,-27,39,374
9,-36,37,0,,-9,12,20,369
-6,11,20,0,,8,-28,34,357
-4,8,16,0,,-10,12,22,285
8,-30,41,0,,8,-26,33,207
-2,5,25,0,,-6,10,26,142
2,-17,26,0,,3,-23,32,64
9,-36,40,0,,8,-32,39,0
-7,16,17,0,,-10,15,15,0
9,-33,39,0,,12,-36,44,0
5,-19,40,0,,3,-8,36,0
-2,5,16,,,-1,-7,19,0
,0,,,,5,-22,37,0
6,-30,35,0,,-8,14,19,0
-2,3,25,0,,8,-34,37,0
-6,10,17,63,,10,-29,44,0
11,-36,42,113,,-7,16,14,0
-7,13,16,163,,9,-36,41,0
12,-39,42,242,,0,-4,31,0
-5,10,15,313,,1,-9,22,0
9,-39,41,357,,11,-36,41,0
-4,8,18,366,,-7,16,18,0
-2,4,15,376,,-3,1,17,0
9,-32,42,370,,7,-27,39,0
-6,10,14,366,,-6,6,17,12
10,-38,46,338,,8,-28,33,86
-8,13,11,266,,0,-2,28,123
11,-35,48,192,,4,-20,28,177
-6,11,12,124,,13,-40,44,254
0,-13,24,43,,-6,14,12,321
4,-17,38,0,,12,-43,46,358
-2,-8,16,0,,-5,14,14,370
12,-35,40,0,,9,-3,,
-7,9,22,0,,5,41,375,
7,-34,33,0,,-4,9,20,367
11,-33,42,0,,7,-30,32,363
-8,7,16,0,,-2,0,28,327
3,-21,24,0,,-7,16,8,160
4,-10,36,0,,-7,16,8,138
-7,13,23,0,,0,-17,23,117
7,-31,31,0,,13,-42,47,46
-6,4,27,0,,-9,13,13,0
-5,9,16,0,,-3,-9,16,0
7,-32,45,0,,8,-24,44,0
-4,0,31,0,,-7,15,19,0
1,,,,,9,-40,37,0
-14,27,0,,,12,-35,43,0
8,-40,45,0,,-9,10,15,0
-11,18,15,38,,10,-39,38,0
11,-39,40,103,,-7,17,19,0
-9,16,22,144,,-2,-4,23,0
7,-31,34,214,,4,-23,37,0
8,-33,43,288,,-6,9,22,0
-8,14,13,348,,4,-29,33,0
8,-37,43,365,,7,-33,43,0
-8,17,16,376,,-8,19,12,0
8,-32,39,374,,8,-39,46,0
-10,14,20,370,,-2,-8,32,0
8,-29,35,351,,0,-8,19,50
-10,12,24,281,,11,-40,42,110
7,-23,32,204,,-9,16,18,159
6,-25,41,136,,8,-33,39,228
-8,11,16,58,,-8,7,22,297
9,-30,37,0,,6,-24,3,
-9,12,18,0,,2,353,,
1,-14,26,0,,-4,0,27,366
2,-8,35,0,,-7,13,15,376
-7,16,17,0,,8,-29,40,375
10,-36,39,0,,-10,14,17,369
-7,14,19,0,,8,-31,35,354
-4,3,20,0,,-10,15,20,277
8,-27,40,0,,8,-28,35,199
-1,9,23,0,,-7,12,22,133
3,-22,30,0,,4,-26,32,55
10,-35,41,0,,9,-31,40,0
-8,18,15,0,,-8,14,15,0
9,-36,40,0,,10,-36,44,0
5,-15,38,0,,0,-4,32,0
-2,,,,,-1,-9,21,0
2,19,0,,,11,-41,40,0
7,-35,39,0,,-8,18,16,0
-3,8,22,8,,8,-36,39,0
-6,7,16,76,,8,-27,41,0
11,-36,43,118,,-6,14,14,0
-5,14,14,174,,5,-25,32,0
11,-41,44,254,,0,0,29,0
-5,13,12,322,,-7,18,14,0
10,-41,45,360,,10,-37,43,0
-4,12,13,369,,-7,17,15,0
0,1,18,376,,0,-1,19,0
8,-29,41,369,,7,-25,40,0
10,-36,46,354,,-4,9,21,15
10,-36,46,317,,7,-30,35,89
-5,12,9,248,,0,0,25,121
8,-34,47,182,,-5,11,14,175
0,-7,28,118,,11,-39,44,254
1,-18,27,38,,-5,11,12,320
3,-14,35,0,,,,,
-2,-13,18,0,,11,-41,44,361
13,-33,46,0,,-5,12,14,370
-6,8,4,0,,9,-34,41,376
3,-2,19,0,,-3,8,19,368
0,-31,36,0,,-5,7,13,364
-2,4,28,0,,10,-35,47,322
0,-32,20,0,,-7,12,8,250
8,-31,38,0,,11,-36,48,182
-7,11,23,0,,-7,12,11,111
7,-30,31,0,,12,-38,47,32
-7,5,24,0,,-9,10,13,0
-5,4,,,,-1,-13,18,0
,16,0,,,6,-20,43,0
5,-25,31,0,,-8,14,18,0
-6,4,27,0,,9,-38,36,0
-7,15,13,0,,-4,5,26,0
8,-38,45,0,,-8,7,15,0
-2,-8,33,27,,11,-36,40,0
1,-8,18,88,,3,-7,34,0
1,-20,43,128,,-2,-7,22,0
-3,6,15,186,,8,-34,33,0
9,-36,37,261,,-7,9,23,0
-8,9,23,321,,-5,6,15,0
7,-24,30,361,,7,-30,44,0
-5,0,29,373,,-5,7,27,0
-8,19,13,376,,3,-21,29,0
9,-34,41,373,,-2,-6,32,0
-10,16,16,366,,-12,18,12,49
8,-31,36,324,,12,-40,41,108
-11,14,21,245,,-10,17,18,161
8,-25,33,171,,8,-34,38,230
-7,8,27,109,,-8,8,22,298
5,-22,28,29,,8,-25,31,354
8,-28,38,0,,7,-32,41,367
-9,10,17,0,,-9,15,17,
11,-32,40,0,,376,,,
1,-6,34,0,,8,-31,40,374
0,-11,22,0,,-10,14,18,368
10,-36,37,0,,10,-30,36,340
-7,13,19,0,,-11,15,20,262
8,-31,36,0,,8,-28,35,186
8,-22,39,0,,-7,11,22,117
-7,9,18,0,,6,-26,32,40
3,-24,29,0,,9,-28,39,0
-1,0,29,0,,-9,12,17,0
-8,16,17,0,,11,-35,42,0
12,-35,41,0,,1,-2,31,0
-7,17,18,,,0,-13,23,0
,0,,,,11,-40,41,0
-1,-3,20,0,,-8,18,16,0
7,-24,37,0,,7,-36,38,0
-5,11,21,56,,8,-24,40,0
8,-32,34,111,,-6,12,15,0
0,3,27,149,,10,-34,42,0
5,-23,30,217,,-1,2,28,0
10,-41,43,294,,0,-15,25,0
-5,13,14,348,,10,-38,43,0
11,-41,45,364,,-7,18,16,0
-4,14,13,376,,8,-37,40,0
8,-36,41,368,,8,-23,38,0
-5,8,19,365,,-7,3,18,50
7,-29,36,345,,8,-33,37,105
-2,1,23,285,,-1,3,25,149
-5,10,12,211,,6,-24,32,214
8,-34,45,149,,1,-7,28,282
-6,7,12,76,,3,-16,27,341
10,-35,45,3,,11,-42,46,363
3,-11,32,0,,-4,14,13,3
1,-15,23,0,,76,,,
3,-14,38,0,,10,-36,44,369
-6,8,14,0,,-5,9,17,366
10,-36,39,0,,7,-31,35,352
7,-23,41,0,,-3,2,23,294
-4,0,15,0,,6,-22,34,218
5,-27,29,0,,9,-34,48,158
1,-3,32,0,,-7,9,10,80
-7,10,19,0,,11,-36,47,12
8,-31,34,0,,-7,9,13,0
-5,8,23,0,,1,-15,20,0
-4,2,16,0,,4,-16,41,0
5,-26,43,0,,-8,12,16,0
-5,9,24,0,,9,-38,38,0
4,-25,32,0,,-4,6,25,0
7,-38,46,0,,-6,4,16,0
-9,,,,,9,-32,40,0
18,9,57,,,0,-5,32,0
3,-16,22,112,,-1,-8,23,0
0,-13,38,153,,8,-32,33,0
-1,0,18,222,,-7,9,23,0
5,-25,42,295,,-4,4,16,0
-5,10,12,349,,5,-29,43,0
5,-35,45,366,,-6,9,25,0
-6,5,27,375,,4,-23,31,0
4,-14,27,375,,8,-39,46,0
-4,-8,35,372,,-10,19,11,51
1,-4,17,354,,11,-42,46,112
-1,-16,40,285,,-10,20,17,161
0,5,16,224,,10,-38,40,241
8,-26,37,153,,-9,11,22,312
-8,8,24,87,,7,-27,33,358
6,-23,27,12,,-6,2,29,369
8,-26,39,0,,-8,17,,
-7,8,18,0,,13,378,,
5,-16,27,0,,9,-33,41,374
-2,-3,32,0,,-10,17,16,369
1,-15,23,0,,9,-32,38,340
10,-34,37,0,,-11,15,19,259
-7,13,18,0,,9,-28,36,184
9,-31,38,0,,-8,11,25,115
6,-18,38,0,,6,-26,32,37
-7,5,17,0,,9,-27,37,0
5,-27,30,0,,-8,10,16,0
-2,3,28,0,,4,-20,28,0
,,,,,1,0,32,0
-8,15,16,0,,-9,16,16,0
11,-34,43,0,,11,-38,40,0
-8,17,15,0,,-8,16,17,0
0,-8,21,0,,-2,-4,20,0
7,-19,37,0,,8,-20,39,0
-5,13,19,62,,-4,16,20,0
9,-35,36,113,,4,-29,31,0
-3,6,24,158,,-1,3,27,0
7,-28,30,229,,-9,16,15,0
12,-39,43,306,,12,-37,43,0
-5,13,16,354,,3,-7,34,0
10,-40,44,367,,-1,-6,20,0
-5,13,14,377,,7,-21,37,0
9,-36,41,367,,-4,13,19,32
-6,9,19,366,,9,-35,37,101
8,-31,37,339,,0,7,24,134
-5,5,20,276,,-7,12,15,197
-5,8,14,207,,11,-40,44,277
8,-32,43,142,,-5,13,1,
-5,4,16,70,,3,337,,
3,-21,33,1,,11,-42,47,364
2,-10,29,0,,-5,15,12,376
2,-16,27,0,,9,-39,42,374
11,-32,46,0,,-5,11,16,367
-5,5,15,0,,8,-33,39,355
1,-13,21,0,,9,-33,45,296
7,-20,39,0,,-6,11,11,219
-3,-3,17,0,,9,-34,46,158
5,-25,30,0,,-6,9,12,84
0,-3,32,0,,11,-37,47,12
-7,7,22,0,,-7,8,10,0
7,-30,35,0,,0,-17,24,0
2,-16,37,0,,4,-13,38,0
-5,0,16,0,,-7,12,13,0
6,-30,37,0,,10,-39,42,0
-6,1,,,,8,-24,42,0
1,22,0,,,-5,1,15,0
4,-30,35,0,,5,-29,30,0
7,-35,45,0,,0,-1,32,0
-9,16,9,67,,0,-11,23,0
5,-21,25,116,,7,-33,35,0
-2,-6,36,162,,-6,10,22,0
0,-8,20,234,,-4,3,15,0
3,-21,40,306,,4,-26,44,0
-3,6,15,351,,-5,10,23,0
9,-37,38,367,,5,-26,32,0
-6,12,23,376,,-3,-1,29,0
4,-20,30,373,,-9,18,10,67
-6,-1,30,369,,10,-43,48,116
2,-9,21,348,,-9,22,14,168
-3,-11,38,273,,9,-40,41,244
0,2,18,211,,-9,13,20,314
7,-30,39,144,,,,,
-9,11,22,69,,,,,
8,-26,30,0,,-6,10,13,360
6,-25,38,0,,5,-35,43,372
-7,8,17,0,,-7,18,12,377
5,-19,28,0,,8,-34,43,373
-2,0,30,0,,-9,17,15,368
4,-17,24,0,,9,-33,38,334
10,-33,40,0,,-10,16,17,255
-6,12,19,0,,9,-28,36,180
0,-7,22,0,,5,-22,43,111
5,-16,35,0,,-7,7,17,38
-5,12,21,0,,8,-27,38,0
7,-28,32,0,,-8,9,17,0
-4,6,26,0,,5,-19,28,0
-7,12,16,0,,-1,-1,32,0
10,-33,43,0,,-9,14,16,0
-1,,,,,10,-37,39,0
-3,32,0,,,-7,16,18,0
1,-13,24,0,,-2,-4,20,0
5,-15,35,6,,7,-19,39,0
-6,14,18,74,,-5,14,20,0
9,-36,38,118,,6,-29,30,0
-3,10,23,169,,10,-30,39,0
8,-32,32,246,,-7,16,16,0
10,-37,43,319,,12,-36,43,0
-4,11,15,360,,-8,19,14,0
11,-39,44,368,,-2,-7,19,0
-4,14,14,376,,7,-21,38,0
10,-36,41,367,,-4,12,21,55
-5,9,17,363,,9,-34,36,109
