x Normal 1,y Normal 1,z Normal 1,i Normal 1,SEP, x Normal 4, y Normal 4, z Normal 4, i Normal 4
0,-28,35,0,,8,-37,38,0
-7,5,23,0,,-8,17,21,0
9,-26,36,0,,-7,18,6,0
8,-20,37,0,,7,-37,53,0
-5,-2,20,0,,-6,11,29,0
4,-29,37,24,,2,-20,25,0
0,-1,26,86,,-1,-6,36,44
3,-24,31,129,,-11,30,7,106
5,-5,31,181,,11,-49,50,153
-7,8,14,255,,-10,31,12,228
12,-40,44,324,,11,-46,39,306
-6,10,16,357,,-10,19,20,353
9,-36,39,370,,6,-32,30,367
-1,8,20,379,,,,,
3,-28,32,369,,,,,
10,-36,44,362,,-3,5,32,375
-9,16,11,316,,2,-12,19,374
12,-43,47,237,,0,-13,40,367
-9,23,10,171,,-11,29,11,334
9,-45,47,96,,11,-43,42,256
-8,18,16,29,,-9,21,20,186
9,-41,35,0,,9,-32,34,115
11,-39,48,0,,-6,6,28,50
-9,20,11,0,,7,-22,25,0
4,-27,31,0,,12,-40,44,0
0,-6,29,0,,-8,16,18,0
1,-12,24,0,,11,-38,40,0
9,-45,44,0,,4,-16,36,0
-6,18,15,0,,1,-6,21,0
-3,7,16,0,,12,-35,37,0
5,-32,44,0,,-6,7,23,0
-8,10,26,0,,8,-25,32,0
5,-23,2,,,11,-25,37,0
5,0,,,,-8,5,20,0
-4,-2,35,0,,5,-20,28,0
-10,27,7,0,,1,-5,31,0
8,-43,48,0,,-8,8,17,0
-1,-13,41,0,,11,-31,41,0
-4,2,14,0,,-6,10,14,0
5,-26,45,61,,-3,-13,25,0
-9,20,19,114,,11,-16,35,45
8,-36,36,162,,-6,-6,20,105
-7,15,24,231,,12,-27,40,151
7,-30,29,307,,-8,3,16,218
-4,1,31,346,,5,-32,37,296
-10,30,6,368,,3,0,25,339
9,-48,48,375,,0,-24,31,366
-10,31,11,374,,7,-,,
10,-43,40,369,,10,30,375,
-9,22,19,337,,-3,-8,23,374
8,-32,33,260,,8,-40,42,368
-6,11,26,194,,-5,14,17,356
4,-20,28,121,,5,-37,37,291
0,-5,33,56,,-2,11,21,223
-10,23,12,0,,3,-28,34,150
12,-43,42,0,,1,0,28,88
-7,18,19,0,,-10,20,11,6
-1,3,17,0,,10,-45,45,0
7,-29,41,0,,-7,21,13,0
-7,8,21,0,,-3,0,20,0
8,-29,33,0,,7,-26,41,0
9,-34,41,0,,-5,14,16,0
-5,12,16,0,,5,-33,37,0
9,-32,38,0,,8,-36,43,0
2,-9,30,0,,-6,18,11,0
1,-10,23,0,,7,-37,45,0
10,-29,38,0,,1,-10,35,0
-5,7,19,0,,-3,1,13,0
-1,-5,22,,,7,-38,38,0
,0,,,,-7,19,20,0
5,-18,34,0,,-7,18,7,0
-4,-6,21,0,,7,-37,52,0
5,-30,39,26,,-10,25,6,0
0,0,22,80,,1,-21,26,2
-5,0,16,124,,-1,-5,35,65
11,-31,44,181,,0,-7,18,115
-7,6,12,255,,11,-49,52,162
11,-38,45,327,,-11,32,11,244
-4,10,15,360,,11,-48,43,317
9,-36,42,373,,-9,22,16,355
8,-22,40,379,,7,-36,35,3
-5,4,14,373,,69,,,
10,-34,46,364,,-4,9,28,377
-8,15,10,317,,3,-18,23,375
10,-42,49,235,,11,-50,48,367
-9,23,7,177,,-10,31,9,329
9,-47,48,99,,10,-45,44,249
5,-20,43,34,,-10,24,16,175
-5,1,12,0,,8,-36,37,103
8,-36,48,0,,-6,10,24,30
-7,15,24,0,,8,-25,27,0
6,-33,33,0,,11,-41,45,0
11,-45,49,0,,-7,18,15,0
-8,21,10,0,,12,-40,42,0
9,-47,44,0,,-8,12,16,0
1,-17,36,0,,1,-7,21,0
-2,5,16,0,,7,-22,39,0
8,-36,39,0,,-5,8,21,0
-8,13,23,0,,8,-26,34,0
6,-27,27,0,,9,-25,38,0
7,-41,50,0,,-8,4,17,0
-9,27,6,0,,5,-21,29,0
3,-1,,,,0,-4,30,0
2,23,0,,,-7,7,18,0
-2,-9,40,0,,12,-30,41,0
-11,25,10,0,,-6,8,16,0
10,-44,40,62,,-2,-16,27,0
-11,21,17,116,,9,-15,34,42
10,-39,38,170,,-5,6,19,101
-8,18,23,242,,9,-36,40,142
8,-32,31,316,,-2,8,21,204
-6,7,29,351,,7,-34,36,281
-10,27,7,370,,1,0,25,330
11,-46,47,376,,-8,9,16,362
-11,31,11,374,,12,-3,,
11,-45,40,367,,9,44,373,
-11,25,18,318,,-6,16,14,377
9,-37,35,240,,8,-39,41,367
-7,16,24,172,,-7,13,17,361
5,-26,30,98,,6,-36,38,303
-3,1,29,40,,10,-33,48,231
-9,22,13,0,,-9,18,8,163
12,-42,42,0,,11,-44,50,85
-8,20,18,0,,-11,21,9,8
0,-2,20,0,,12,-48,46,0
7,-25,38,0,,4,-16,37,0
-6,12,19,0,,-3,-1,19,0
8,-33,37,0,,9,-43,44,0
10,-30,40,0,,-6,16,17,0
-4,10,18,0,,6,-34,37,0
9,-32,38,0,,7,-37,44,0
1,-5,28,0,,-7,19,11,0
2,-13,27,0,,2,-15,26,0
10,-31,39,0,,0,-10,36,0
-6,8,18,0,,-3,0,13,0
9,-,,,,9,-40,39,0
28,40,0,,,-10,21,18,0
6,-17,32,0,,-6,17,7,0
-5,-8,24,0,,7,-35,53,0
7,-31,40,48,,-6,13,27,0
-2,1,19,100,,3,-25,27,10
5,-29,37,149,,-2,0,34,76
1,1,24,201,,-11,29,8,123
-6,5,12,276,,11,-50,51,174
11,-38,46,337,,-10,32,10,256
-7,11,14,362,,12,,,
10,-38,43,375,,-50,43,325,
-4,14,16,375,,-10,24,16,360
6,-35,37,367,,6,-39,36,373
-3,5,25,354,,-5,13,25,375
-7,15,7,298,,4,-21,24,370
9,-41,52,225,,0,-6,35,363
-8,24,4,168,,-1,-3,16,314
11,-49,52,82,,11,-47,44,236
3,-14,40,15,,-9,27,15,168
-2,-4,13,0,,9,-38,39,94
7,-31,48,0,,-7,13,22,27
-7,23,18,0,,7,-27,29,0
8,-40,37,0,,11,-41,44,0
-4,7,25,0,,-8,20,14,0
-8,22,8,0,,12,-41,42,0
4,-23,27,0,,1,-13,34,0
0,-10,35,0,,0,-8,21,0
-1,2,19,0,,11,-39,40,0
8,-41,43,0,,-5,10,20,0
-9,16,18,0,,8,-28,37,0
-4,16,,,,8,-25,37,0
,9,0,,,-7,3,18,0
5,-40,52,0,,6,-22,30,0
-7,8,28,0,,0,-3,28,0
4,-16,25,0,,-6,7,19,0
8,-43,50,0,,11,-30,42,0
-11,26,9,0,,-6,6,15,0
10,-43,41,57,,-2,-18,29,0
0,-21,44,110,,8,-13,33,57
-1,6,12,157,,-2,-11,23,116
5,-29,48,218,,10,-22,40,168
-7,13,8,291,,-6,-3,15,244
7,-39,48,343,,7,-3,,
-8,22,8,364,,5,38,315,
5,-23,26,376,,2,1,25,350
-2,0,35,376,,11,-37,45,372
0,-8,16,373,,4,-8,37,376
2,-18,41,358,,-1,-5,29,369
-10,25,16,294,,9,-37,41,366
10,-38,38,217,,-6,13,10,339
-8,19,23,149,,0,-40,29,262
6,-31,32,70,,-13,5,14,200
-4,5,29,8,,-2,-32,28,109
-9,20,13,0,,-5,-4,28,50
12,-42,44,0,,1,-17,21,0
-9,21,17,0,,12,-47,45,0
0,-8,19,0,,-9,23,13,0
5,-22,36,0,,-3,0,16,0
-6,13,19,0,,12,-32,34,0
9,-34,36,0,,-10,7,9,0
-4,7,23,0,,5,-33,35,0
-5,8,18,0,,-4,2,25,0
11,-30,37,0,,-8,21,12,0
0,-2,26,0,,8,-40,46,0
3,-1,,,,0,-13,39,0
5,29,0,,,-2,3,12,0
10,-30,39,0,,8,-41,39,0
-7,7,18,0,,-11,21,18,0
0,-11,27,0,,7,-33,35,0
6,-13,29,0,,8,-38,53,0
-3,2,17,85,,-11,24,6,0
-3,2,17,97,,10,-45,47,46
-5,-6,20,109,,-3,-3,35,105
7,-31,40,158,,1,-11,20,152
1,3,20,213,,2,-13,42,212
-5,1,15,286,,-3,0,11,2
11,-35,44,343,,85,,,
-7,9,11,364,,5,-30,46,339
11,-38,45,375,,-7,16,9,363
-4,16,15,375,,8,-40,36,375
-5,-3,18,368,,-5,16,24,375
8,-30,45,349,,4,-24,26,369
-7,11,7,290,,-2,-3,35,355
10,-39,54,214,,0,-7,17,300
-8,23,4,151,,13,-47,46,225
12,-51,53,67,,-9,28,14,156
-12,27,6,0,,8,-42,40,81
-1,-12,15,0,,-7,16,21,9
5,-24,48,0,,8,-32,32,0
-4,8,9,0,,10,-41,45,0
9,-49,41,0,,-9,20,14,0
8,-40,50,0,,12,-43,43,0
-8,22,8,0,,2,-11,32,0
6,-32,31,0,,1,-10,24,0
-1,-1,30,0,,11,-41,42,0
0,-5,21,0,,-5,13,17,0
7,-46,46,0,,7,-32,37,0
-9,23,15,0,,8,-24,37,0
-2,,,,,-7,4,18,0
,11,9,0,,7,-24,32,0
3,-36,51,0,,1,0,25,0
-8,16,22,0,,-8,8,16,0
5,-24,31,0,,9,-29,43,0
6,-43,52,0,,2,-4,24,0
-10,26,5,2,,-2,-20,31,2
11,-45,47,74,,7,-11,31,62
-10,25,13,121,,-5,8,13,111
9,-42,44,177,,10,-38,46,162
1,-23,46,247,,-3,11,16,234
-4,7,8,309,,8,-38,42,309
7,-34,47,352,,1,6,23,346
-7,18,10,369,,-6,6,13,36
9,-38,46,377,,7,,,
-4,5,31,374,,12,-38,48,375
2,-14,20,368,,-6,17,12,372
0,-10,39,338,,9,-42,45,367
-2,1,15,272,,-7,16,16,345
3,-22,43,204,,7,-41,42,272
-9,23,17,133,,-5,15,17,210
8,-36,37,56,,-6,15,8,140
-6,10,24,0,,10,-44,51,63
7,-26,28,0,,-11,23,7,0
10,-40,44,0,,12,-51,49,0
-7,19,15,0,,2,-11,38,0
12,-40,40,0,,-1,-3,17,0
3,-16,34,0,,11,-48,43,0
0,-6,22,0,,-8,20,16,0
10,-36,38,0,,7,-37,36,0
-4,8,21,0,,6,-40,44,0
7,-25,33,0,,-6,24,9,0
9,-27,37,0,,1,-16,27,0
-6,6,20,,,-2,-10,35,0
0,,,,,-1,0,11,0
1,-10,29,0,,8,-42,42,0
14,-22,43,0,,-10,24,16,0
2,-14,27,0,,7,-34,36,0
2,-14,27,0,,6,-36,53,0
-4,1,20,0,,-8,21,6,0
-1,-8,33,30,,6,-24,26,40
0,-22,26,94,,-3,-2,37,102
-5,-9,20,133,,3,-11,20,149
15,-20,45,198,,0,-11,42,205
-1,2,20,270,,-2,-2,13,282
6,-38,24,336,,12,-48,44,341
2,-3,26,360,,-10,24,18,36
2,-20,27,374,,6,,,
5,-11,33,376,,8,-39,36,375
-6,14,14,369,,-7,16,25,373
9,-39,41,362,,4,-24,25,367
-5,13,18,312,,-3,-1,35,346
6,-36,37,234,,0,-7,19,282
-5,12,21,174,,2,-14,42,214
3,-32,32,91,,-10,27,14,144
-2,1,32,33,,9,-42,40,66
-11,24,5,0,,-7,17,21,0
13,-53,50,0,,8,-32,31,0
3,-15,43,0,,11,-38,45,0
-3,0,13,0,,-9,19,14,0
11,-52,43,0,,12,-41,41,0
-7,20,19,0,,1,-10,30,0
6,-38,33,0,,1,-11,24,0
8,-45,47,0,,5,-17,35,0
-8,28,11,0,,-7,13,18,0
8,-46,44,0,,8,-30,35,0
0,-16,38,0,,9,-24,36,0
-2,7,11,0,,-6,3,19,0
8,-41,40,0,,7,-24,32,0
-8,20,19,0,,0,-1,26,0
,,,,,-7,5,18,0
,,,,,11,-28,41,0
-5,23,6,0,,-5,4,18,0
6,-42,54,0,,-2,-19,32,20
-7,5,28,0,,7,-12,31,85
4,-16,22,55,,-3,-13,24,134
-2,-11,40,111,,10,-19,38,194
0,-2,16,157,,-5,-5,17,2
9,-44,45,220,,72,,,
-9,22,15,296,,11,-30,44,336
11,-40,39,348,,-8,6,12,360
-8,16,20,365,,3,-28,31,373
7,-29,32,376,,5,-5,29,377
-5,8,28,373,,-4,-13,22,368
4,-19,23,368,,6,-20,40,357
11,-42,45,340,,-5,2,11,308
-13,28,10,266,,8,-40,42,232
12,-43,44,193,,-6,19,18,171
-9,25,16,122,,6,-37,37,91
8,-40,38,46,,-3,8,27,32
-8,15,21,0,,-12,23,4,0
8,-32,32,0,,13,-53,51,0
10,-37,44,0,,-9,32,10,0
-7,17,15,0,,-2,-5,17,0
4,-20,25,0,,6,-28,42,0
2,-10,31,0,,-6,10,12,0
1,-11,25,0,,8,-43,38,0
10,-37,40,0,,-3,10,24,0
-4,12,18,0,,-7,26,10,0
8,-29,36,0,,8,-46,48,0
7,-24,34,0,,-10,28,9,0
-5,4,,,,0,-2,15,0
,21,0,,,3,-24,47,0
6,-21,32,0,,-9,27,14,0
1,-4,27,0,,7,-37,40,0
-5,6,19,0,,5,-35,52,0
8,-27,38,0,,-9,22,5,0
3,-11,25,0,,6,-27,26,61
-1,-14,30,41,,-5,1,34,111
7,-16,32,97,,3,-14,24,160
-2,-9,25,142,,-1,-8,38,220
8,-30,41,205,,0,-5,15,292
-2,1,16,276,,13,-48,45,345
7,-30,40,338,,-10,26,15,
0,0,22,357,,,367,,
-5,4,13,373,,8,-38,37,376
8,-34,46,375,,-7,18,22,373
-6,13,12,369,,7,-27,27,368
10,-39,46,362,,-4,4,33,346
-6,16,14,313,,1,-11,19,274
7,-39,42,236,,11,-45,45,204
-6,17,15,175,,-10,28,12,127
-6,13,6,98,,10,-42,42,49
10,-42,54,28,,-9,18,20,0
-9,21,2,0,,9,-35,33,0
5,-29,25,0,,-3,7,29,0
0,-4,38,0,,-6,19,15,0
-10,32,5,0,,12,-41,44,0
12,-56,47,0,,0,-8,31,0
-9,27,15,0,,3,-14,25,0
-5,9,9,0,,12,-39,41,0
7,-40,46,0,,-5,13,18,0
-4,12,26,0,,9,-30,38,0
4,-21,27,0,,8,-23,36,0
8,-46,46,0,,-5,3,20,0
-8,2,,,,8,-23,33,0
7,11,0,,,-2,-2,27,0
8,-45,43,0,,5,-17,32,0
0,-25,46,0,,9,-26,40,0
-3,18,8,0,,-6,3,19,0
7,-34,37,0,,-2,-18,32,32
-9,10,27,0,,6,-12,30,93
-7,23,5,46,,-1,-13,25,145
9,-45,51,103,,9,-16,36,202
-9,26,9,142,,-4,-8,18,282
11,-43,46,211,,8,-36,41,339
-11,22,13,292,,-1,6,21,363
10,-41,40,349,,6,-28,33,374
-8,17,21,366,,2,-2,28,379
-6,12,10,376,,-1,,,
9,-31,46,374,,-16,22,372,
-10,20,11,369,,5,-16,40,360
10,-40,43,337,,-7,19,14,301
-11,25,12,260,,9,-42,44,225
12,-40,43,188,,-6,20,15,164
-10,23,16,112,,8,-41,38,84
9,-40,37,36,,-3,11,28,17
-7,16,21,0,,5,-31,25,0
-6,6,18,0,,14,-52,53,0
10,-32,42,0,,-11,32,8,0
-8,13,16,0,,-1,-10,18,0
4,-26,27,0,,6,-23,43,0
1,-6,28,0,,-5,8,12,0
-6,13,19,0,,8,-45,38,0
11,-36,40,0,,-4,14,23,0
-6,14,18,0,,-7,25,10,0
-4,-3,24,0,,8,-46,48,0
9,-23,33,0,,-10,28,8,0
-4,,,,,0,-5,15,0
4,23,0,,,1,-22,45,0
6,-23,32,0,,-10,28,13,0
9,-27,38,0,,8,-38,40,0
-7,5,20,0,,-9,16,21,0
9,-29,36,0,,-10,22,5,19
5,-9,24,0,,11,-43,50,90
-1,-16,33,43,,-11,25,7,133
11,-29,40,100,,11,-46,48,195
-4,1,16,148,,-11,26,10,
8,-32,43,209,,,278,,
-2,3,16,280,,13,-46,43,341
7,-32,43,341,,-10,24,16,364
0,3,18,358,,9,-38,39,376
-5,2,13,374,,10,-31,46,374
9,-33,46,374,,-10,20,9,369
-7,13,11,368,,11,-42,47,345
10,-40,47,357,,-12,28,9,276
-7,19,8,309,,12,-46,47,202
-3,-4,14,235,,-10,29,13,126
6,-23,46,173,,9,-45,42,52
-5,6,10,97,,-8,20,18,0
9,-36,52,31,,10,-37,36,0
-6,15,19,0,,10,-34,45,0
6,-36,32,0,,-7,16,15,0
-2,6,32,0,,12,-41,42,0
-9,31,2,0,,0,-4,26,0
12,-57,52,0,,2,-16,27,0
3,-15,41,0,,11,-40,41,0
-3,1,13,0,,-6,14,17,0
8,-50,41,0,,7,-32,37,0
-5,21,20,0,,7,-22,34,0
4,-28,31,0,,-5,3,20,0
7,-45,48,0,,6,-24,33,0
-8,29,8,0,,0,-1,25,0
0,-8,18,0,,-7,5,19,0
0,-19,43,0,,8,-27,38,0
-,,,,,2,-7,24,0
7,29,10,0,,0,-18,32,28
6,-40,43,0,,6,-13,30,88
2,-35,52,0,,-4,2,16,128
-6,21,4,40,,9,-32,43,186
8,-44,53,101,,-4,4,14,255
-6,0,35,137,,8,-34,42,327
4,-12,21,202,,10,-27,43,358
-2,-11,40,280,,,,,
1,-3,13,338,,,,,
1,-22,45,361,,-5,3,13,373
-4,9,11,374,,9,-35,47,375
10,-32,35,373,,-7,14,11,368
-9,13,25,369,,11,-40,46,363
7,-25,26,356,,-7,18,11,315
-7,4,32,304,,8,-43,45,235
4,-15,22,226,,-6,20,14,177
-1,-5,36,163,,-6,10,7,99
0,-8,20,96,,11,-40,53,31
11,-38,38,18,,-9,20,3,0
-9,15,22,0,,5,-32,26,0
11,-34,34,0,,-1,0,36,0
9,-28,41,0,,-11,31,6,0
-7,8,17,0,,13,-56,48,0
7,-27,29,0,,-10,28,13,0
0,-2,29,0,,9,-47,39,0
-5,10,19,0,,6,-37,45,0
11,-33,38,0,,-7,25,10,0
-5,11,21,0,,5,-25,30,0
-2,-6,25,0,,-3,-3,33,0
8,-20,32,0,,-9,30,9,0
,,,,,8,-47,48,0
,,,,,-9,29,12,0
-5,1,23,0,,-2,13,9,0
6,-24,32,0,,5,-33,53,0
-2,0,27,0,,-9,15,22,0
-6,5,20,0,,7,-28,27,57
4,-18,31,0,,-6,0,35,108
3,-8,26,0,,-10,25,7,157
0,-16,32,50,,12,-45,48,222
12,-29,38,103,,-11,24,11,302
-4,3,18,151,,11,-43,43,351
10,-31,41,223,,-10,,,
-3,2,15,291,,22,16,368,
7,-33,43,348,,6,-28,25,367
0,3,17,361,,15,-35,53,362
-4,1,15,375,,-1,4,33,355
8,-32,44,373,,-1,4,33,327
-8,11,10,368,,-11,31,18,244
9,-41,49,355,,13,-41,47,176
3,-9,34,305,,-4,-7,19,113
-2,-11,18,225,,10,-43,40,34
5,-16,41,162,,-8,20,19,0
-5,-2,14,79,,11,-38,37,0
8,-30,47,14,,11,-32,44,0
-7,20,15,0,,-8,14,15,0
8,-43,39,0,,11,-39,40,0
-3,15,26,0,,0,-2,27,0
-9,25,3,0,,2,-19,28,0
12,-55,53,0,,12,-38,41,0
0,-5,36,0,,-7,16,17,0
0,-8,16,0,,8,-34,38,0
8,-53,45,0,,8,-20,32,0
-6,27,18,0,,-4,1,23,0
4,-36,33,0,,7,-26,34,0
6,-41,46,0,,-1,1,24,0
-6,28,7,0,,3,-21,34,0
3,-16,22,0,,8,-27,36,0
-2,-10,4,,,-6,2,20,0
0,0,,,,0,-19,34,51
-2,5,14,0,,5,-11,27,104
6,-45,45,0,,-2,-15,28,161
-8,21,15,0,,9,-16,32,226
-4,19,4,64,,,,,
6,-41,55,113,,-3,-10,23,306
-7,27,4,156,,8,-24,40,351
4,-20,25,224,,-2,6,17,366
10,-45,47,356,,5,-30,36,376
0,-18,42,358,,2,2,25,375
-10,23,14,368,,0,-20,26,370
-3,6,13,377,,3,-12,37,350
5,-26,45,374,,-7,21,7,290
-6,14,9,369,,9,-45,50,214
8,-29,30,345,,-7,24,10,152
-8,9,28,284,,7,-48,44,69
6,-20,25,208,,-6,17,20,2
-3,0,32,149,,-8,17,2,0
1,-13,24,70,,12,-51,57,0
11,-38,39,0,,-1,7,34,0
-9,15,19,0,,2,-21,21,0
11,-36,37,0,,13,-59,53,0
7,-23,39,0,,-10,32,9,0
-2,3,16,0,,8,-52,41,0
9,-31,31,0,,6,-35,47,0
-3,3,27,0,,-7,24,10,0
-5,8,19,0,,4,-30,31,0
11,-32,38,0,,-5,0,31,0
-5,11,20,0,,1,-9,18,0
0,-9,28,0,,7,-49,49,0
5,-16,31,0,,-9,31,10,0
-8,6,23,0,,-3,12,10,0
8,-26,34,0,,3,-35,49,0
8,-22,,,,-9,17,19,8
35,0,,,,8,-29,28,76
-4,4,22,0,,-6,2,33,117
5,-21,32,0,,-9,26,6,168
1,-7,25,0,,10,-45,49,237
-6,1,24,55,,-11,23,8,309
11,-29,37,108,,11,-43,44,354
-5,2,20,154,,-9,22,16,368
10,-31,40,229,,9,-35,37,378
-4,1,16,296,,-9,17,,
0,-11,27,351,,,24,372,
8,-21,36,366,,7,-29,27,367
-3,-2,17,376,,10,-38,48,326
9,-28,41,373,,-12,24,10,243
-8,8,13,368,,11,-41,46,174
10,-37,48,344,,-10,25,14,96
-7,18,6,282,,11,-42,39,19
0,-15,23,208,,-9,18,20,0
2,-10,36,147,,11,-37,35,0
-3,-10,18,58,,9,-29,44,0
7,-22,45,0,,-7,11,16,0
-5,3,9,0,,11,-37,40,0
9,-45,43,0,,-1,0,27,0
8,-35,54,0,,2,-19,28,0
-8,19,4,0,,12,-37,40,0
12,-48,53,0,,-6,14,19,0
-2,3,32,0,,9,-33,34,0
1,-16,19,0,,8,-20,32,0
8,-50,45,0,,-6,1,22,0
-7,27,18,0,,6,-25,33,0
5,-39,35,0,,-2,1,25,0
5,-35,44,,,-6,5,19,0
,0,,,,10,-28,37,0
-7,24,9,0,,-6,3,22,0
2,-21,25,0,,0,-19,33,61
-3,-4,36,0,,5,-13,28,109
-8,32,8,0,,-1,-13,29,166
7,-46,48,0,,9,-16,32,235
1,-24,45,2,,-3,-10,23,312
7,-24,27,182,,10,-24,39,355
7,-24,27,200,,,,,
10,-45,51,217,,,,,
10,-45,51,258,,-5,1,13,368
-11,24,6,325,,5,-29,37,376
10,-45,48,358,,2,2,24,374
-10,24,12,372,,0,-22,26,367
11,-38,40,375,,4,-10,36,340
-11,19,19,368,,-8,22,6,274
9,-32,32,355,,10,-47,52,197
6,-31,46,292,,-7,26,7,136
-3,22,8,214,,8,-49,47,55
0,-38,37,150,,-7,20,16,0
-14,13,12,79,,-8,14,4,0
6,-37,34,5,,12,-48,58,0
1,-8,35,0,,-2,13,30,0
-8,-12,15,0,,2,-28,25,0
14,-33,39,0,,1,-9,37,0
-6,13,24,0,,-10,33,7,0
0,-38,25,0,,9,-54,43,0
8,-28,38,0,,7,-30,44,0
-5,6,20,0,,-7,20,11,0
5,-24,31,0,,4,-35,33,0
1,-2,28,0,,-4,5,29,0
0,-14,26,0,,-8,30,6,0
11,-32,34,0,,8,-49,50,0
-7,8,23,0,,-8,32,9,0
-2,-4,24,0,,-2,8,11,0
8,-21,36,0,,7,-44,44,0
-4,3,24,0,,-10,20,17,12
5,-25,33,0,,8,-33,32,85
1,-,,,,-7,6,31,122
3,25,0,,,-10,28,5,177
-7,2,24,50,,10,-47,50,252
12,-30,37,104,,-11,25,8,319
-6,4,20,150,,11,-44,46,35
1,-17,31,220,,6,,,
6,-14,27,291,,-10,24,14,373
0,-12,30,348,,10,-37,38,375
8,-20,32,363,,-9,17,22,370
-2,-4,19,376,,9,-30,29,362
8,-25,41,370,,-7,8,29,312
-1,5,20,368,,4,-19,24,235
4,-28,33,349,,11,-40,46,166
0,1,25,297,,-9,24,14,92
1,-21,29,224,,12,-40,40,16
1,-4,30,164,,-10,18,17,0
-6,18,6,92,,11,-38,36,0
10,-45,51,16,,8,-26,40,0
-8,19,8,0,,-6,7,17,0
-3,-6,13,0,,8,-31,31,0
6,-25,50,0,,-3,1,27,0
-6,23,15,0,,2,-21,29,0
8,-43,38,0,,12,-35,39,0
-4,11,27,0,,-5,13,21,0
-8,19,7,0,,-1,-7,25,0
7,-46,46,0,,7,-18,31,0
2,-7,38,0,,-5,0,23,0
-3,0,17,0,,8,-24,33,0
6,-41,36,0,,-2,1,25,0
,,,,,-6,5,23,0
-6,16,22,0,,8,-28,36,0
-7,19,9,0,,2,-8,25,0
6,-41,50,0,,1,-17,32,55
-2,4,32,0,,12,-29,38,106
0,-10,21,0,,-4,2,20,157
7,-49,51,0,,9,-30,40,223
-10,28,9,48,,-4,0,15,293
9,-46,42,108,,8,-32,42,349
-8,20,21,148,,-1,,,
-5,23,4,213,,3,19,365,
8,-44,53,283,,-4,0,15,376
-10,24,4,342,,9,-31,43,375
9,-47,50,363,,-8,10,11,369
-10,28,10,376,,11,-39,48,355
11,-40,42,374,,-8,19,7,295
-12,21,16,370,,-1,-9,18,220
10,-35,35,340,,5,-16,42,158
-9,16,24,272,,-5,-2,13,73
9,-27,31,197,,9,-29,49,6
6,-31,44,128,,-7,18,16,0
-9,14,16,51,,7,-42,36,0
11,-33,38,0,,-3,14,28,0
-8,13,20,0,,-10,26,3,0
2,-11,23,0,,13,-55,53,0
4,-14,38,0,,-11,30,9,0
-2,-5,17,0,,-1,-7,17,0
10,-33,33,0,,6,-25,43,0
-3,6,26,0,,-6,26,19,0
-4,3,21,0,,5,-36,33,0
10,-26,36,0,,-4,8,29,0
-7,8,21,0,,-8,28,8,0
1,-16,26,0,,8,-49,51,0
4,-,,,,0,-11,39,0
11,32,0,,,-2,6,14,0
-7,8,24,0,,8,-46,47,0
9,-30,35,0,,-11,22,16,8
7,-18,35,0,,-7,18,4,75
-4,0,22,0,,8,-44,53,118
6,-28,34,0,,-8,28,5,166
1,0,26,6,,12,-47,51,241
-7,0,24,73,,-12,25,8,312
11,-30,36,115,,10,-45,45,355
-6,4,21,169,,,,,
1,-20,32,242,,-9,24,14,368
6,-12,26,310,,-4,7,13,377
0,-15,31,356,,7,-26,45,374
6,-16,31,368,,-8,14,9,370
-2,-7,22,376,,9,-35,48,339
9,-22,38,372,,-11,23,11,260
-6,2,15,367,,11,-39,46,186
4,-31,38,333,,-10,22,14,113
0,6,19,276,,11,-41,39,28
2,-26,36,204,,4,-14,35,0
0,2,25,150,,-3,-2,19,0
-6,16,7,73,,8,-24,41,0
9,-45,52,3,,-6,15,24,0
2,-8,33,0,,8,-32,32,0
0,-13,18,0,,10,-34,40,0
4,-18,44,0,,-6,10,19,0
-7,24,10,0,,12,-34,40,0
8,-47,43,0,,4,-5,30,0
7,-32,49,0,,-3,-9,26,0
-5,15,8,0,,9,-34,35,0
4,-32,30,0,,-5,7,22,0
0,2,33,0,,7,-26,35,0
-7,26,14,0,,10,-24,36,0
5,-43,39,0,,-6,5,21,0
,,,,,3,-21,32,0
2,-22,40,0,,3,-6,25,0
-5,14,10,0,,-7,3,24,49
4,-36,51,0,,11,-30,39,103
-4,12,27,0,,-5,3,18,149
2,-19,28,0,,10,-32,41,221
6,-48,53,0,,-4,3,16,290
-8,30,5,60,,-1,-11,27,350
9,-48,49,114,,8,-22,36,365
-8,26,14,154,,-4,0,16,376
-4,18,5,223,,8,-28,,
6,-40,53,293,,43,372,,
-7,23,2,344,,-7,8,13,368
8,-45,52,364,,9,-39,49,352
-8,28,8,374,,2,-7,31,295
3,-8,19,375,,-1,-12,22,216
-2,-14,40,368,,3,-12,39,156
0,3,12,356,,-2,-8,16,70
2,-23,46,296,,7,-24,45,3
-12,18,20,220,,-4,17,24,0
10,-28,33,148,,-4,17,24,0
-7,8,27,81,,-8,21,4,0
6,-22,25,4,,-8,21,4,0
-4,-4,34,0,,5,-35,30,0
-9,11,19,0,,0,0,34,0
12,-33,39,0,,-10,28,8,0
-8,11,21,0,,8,-50,44,0
0,-7,19,0,,-6,26,18,0
5,-22,38,0,,-6,11,13,0
-6,6,25,0,,6,-38,45,0
8,-25,29,0,,-5,8,27,0
10,-25,37,0,,1,-17,23,0
-7,7,22,0,,7,-47,50,0
3,-17,26,,,-8,32,8,0
