x DESN 1 ,y DESN 1,z DESN 1,i DESN 1,x DESN 2,y DESN 2,z DESN 2,i DESN 2,xDESN 3,y DESN 3,z DESN 3,i DESN 3
-7,-49,61,0,-9,-42,44,0,-4,34,0,0
-2,26,-3,22,-2,-47,63,0,-9,-45,47,0
-4,2,5,82,-7,29,-8,0,-2,-54,76,0
0,-35,58,123,-2,-49,63,0,-4,39,-19,0
-4,18,-4,187,0,-6,30,0,-4,-57,77,0
-7,-39,46,266,-8,-10,23,0,-7,40,-15,24
-2,9,16,329,-2,-15,38,0,-8,-10,15,92
-4,-30,31,365,-3,22,0,0,0,-21,51,134
-1,-7,31,376,-6,-37,55,0,-7,6,2,186
-5,-9,14,375,-1,-19,40,0,-1,-34,60,270
-2,-22,51,368,-6,-3,16,44,-7,16,-7,333
-2,6,-7,366,-2,-21,43,103,-6,-46,47,3
-2,-42,68,309,-5,-4,9,152,64,,,
-2,28,-18,223,-2,-21,50,223,-4,25,-13,377
-2,-53,75,153,-3,1,0,290,-7,-32,37,379
-3,36,-22,63,-4,-42,47,348,0,3,26,369
-2,-31,28,0,-3,15,15,372,-7,-19,20,362
-4,-4,35,0,-5,-39,33,376,1,-12,40,302
-3,-14,11,0,-1,7,31,376,-6,-5,11,224
0,-61,72,0,-5,-19,13,368,0,-20,50,165
-4,39,,,-1,-20,53,348,-6,2,0,90
,-12,0,,-3,11,-11,267,-4,-52,59,27
0,-61,60,0,0,-46,76,199,-2,26,0,0
-1,-40,65,0,-2,39,1,126,-5,8,-11,0
-4,23,-18,0,-5,-52,45,52,0,-40,70,0
2,-59,72,0,-3,16,,,-5,26,-17,0
-2,16,26,0,27,0,,,-6,-44,33,0
-4,-24,18,0,-4,-27,13,0,0,7,30,0
0,-16,50,0,1,-85,87,0,-2,40,-17,0
-8,52,-17,0,-5,64,-24,0,-3,-70,67,0
-2,-67,63,0,0,-81,69,0,-2,44,-9,0
-5,40,1,0,2,-54,78,0,-8,12,-3,0
-6,41,-21,0,-4,44,-31,0,3,-49,64,0
3,-67,82,0,4,-82,86,0,1,26,6,0
-5,12,26,64,-1,12,29,0,-7,-40,38,0
-6,-19,17,116,-5,-14,11,0,1,-62,78,0
-2,-16,50,172,1,-86,84,0,-5,47,-23,0
-5,7,-2,240,-7,58,-23,0,-2,-68,77,0
0,-40,67,310,-4,-45,44,0,-4,36,-2,133
-7,24,-16,363,5,-69,77,0,-9,23,-14,156
3,-53,73,374,-5,11,27,0,-9,23,-14,175
-4,19,16,379,-5,11,27,0,-7,-55,48,212
-4,-29,32,374,-15,52,-32,28,3,-51,74,290
-4,1,34,368,-2,-20,16,92,-6,25,-28,350
-8,-14,15,327,-2,-24,44,136,0,-68,66,370
-1,-13,45,243,-6,-3,0,192,-8,36,-20,379
-7,0,9,183,-2,-25,65,274,-3,-60,63,
0,-22,54,115,-9,13,-12,342,,376,,
-7,27,6,41,3,-45,67,366,-8,33,-12,373
-9,14,4,0,-10,28,-12,378,-4,-56,60,341
-6,-33,,,3,-51,72,376,-5,33,1,270
43,0,,,-9,36,-17,372,-7,-46,51,194
-6,-33,43,0,1,-60,71,353,-1,23,14,121
0,-34,62,0,-1,1,36,288,-7,31,-13,40
-3,10,21,0,-9,-12,16,211,-1,-53,72,0
-8,-28,32,0,0,-14,48,137,-7,38,-16,0
2,0,26,0,-10,3,4,70,-2,-61,73,0
-5,20,0,0,2,-30,58,1,0,-7,45,0
-4,-43,58,0,,,,,-8,-4,7,0
1,-5,33,0,-3,34,1,0,-5,-63,65,0
-10,-10,17,0,-8,-48,52,0,-3,39,-6,0
1,-19,42,0,0,-42,67,0,-9,-57,55,0
0,24,1,0,-7,28,-10,0,0,-46,69,0
-8,-42,56,0,-2,-54,66,0,-7,35,-16,0
-1,-28,55,0,0,5,28,0,-2,-60,75,0
-5,14,-2,0,-10,-20,25,0,-1,7,27,0
-1,-40,61,0,-5,-56,64,0,-10,-17,18,0
1,13,14,39,-3,33,-5,0,0,-15,48,0
-8,-32,37,100,-6,-50,57,0,-4,44,-13,0
-2,2,28,146,0,-27,48,0,-8,-57,65,0
-7,-17,20,223,-8,11,5,0,-4,32,0,12
0,-18,41,293,-2,-35,55,0,-7,20,-8,82
0,32,-8,351,-1,14,11,0,0,-49,71,126
-6,-56,61,367,-8,-27,44,0,-6,32,-14,188
0,27,-2,376,0,4,18,0,-2,-55,72,271
-5,-46,47,374,-4,13,2,20,-5,33,-16,338
-2,15,17,368,-7,-23,38,88,-2,-59,7,
-4,-32,29,350,-1,-3,21,133,0,365,,
-3,0,33,282,-5,-21,34,200,-3,33,-11,378
-3,43,-24,199,-2,-2,27,279,-5,-54,62,378
-2,-64,74,127,-4,-23,25,343,-4,29,-4,373
-4,40,-13,40,-4,-8,36,367,-5,-50,55,354
-2,-58,63,0,-2,-14,9,376,-2,22,5,290
-5,2,,,-1,-21,53,375,-4,20,-10,208
9,-4,0,,-5,10,-8,370,-1,-43,70,140
-2,17,-12,0,0,-49,70,355,-4,24,-16,55
0,-44,70,0,-4,24,13,290,0,-48,73,0
-4,26,-17,0,-3,-40,32,211,-4,27,-18,0
-2,-37,33,0,-3,,,,-2,-56,73,0
-4,3,28,0,7,35,147,,0,0,38,0
-5,-21,13,0,-4,-16,9,68,-5,-16,8,0
0,-64,67,0,-1,-24,58,0,-2,-65,66,0
-6,44,-8,0,-4,53,-21,0,-2,39,-7,0
-1,-63,55,0,-1,-74,67,0,-5,10,-8,0
1,-47,67,0,-6,45,3,0,1,-49,65,0
-7,37,-22,0,-3,43,-32,0,-4,38,-16,0
2,-65,80,0,3,-81,87,0,-6,-38,33,0
-3,9,30,0,-4,63,-33,0,2,-4,33,0
-6,-14,16,0,-3,-20,7,0,-7,-8,8,0
1,-72,80,5,1,-29,60,0,-3,-68,72,0
-9,49,-19,82,-7,64,-19,0,-3,44,-10,0
0,-65,64,123,-2,-74,60,0,-7,20,-10,0
-8,36,5,174,-4,35,5,0,3,-50,73,0
-7,35,-21,256,-5,54,-36,0,-6,35,-24,60
2,-62,79,321,3,-81,93,0,1,-65,78,110
-8,43,-24,365,-7,65,-36,0,-2,7,29,161
2,-66,76,375,-5,-8,8,0,-5,-19,19,237
-10,46,-17,378,0,-28,61,0,0,-16,47,310
0,-61,67,374,-9,53,-19,57,-7,3,1,354
-9,36,-5,363,0,-66,65,110,1,-37,58,373
-3,-50,54,304,-10,36,2,161,-4,33,-4,381
-3,11,22,90,-2,-47,44,232,-4,-47,,
-16,26,-8,63,-6,16,22,306,50,377,,
-16,26,-8,40,-4,-32,26,357,-3,18,15,374
-7,-23,26,3,-2,-1,37,374,-8,-33,33,344
4,-48,60,0,-8,-12,13,379,-1,4,29,276
-10,22,1,0,1,-15,50,374,-6,-17,20,193
-9,-12,24,0,-8,40,-9,372,0,-8,44,128
-8,-15,,,1,-30,60,334,-6,39,-9,51
,35,0,,-8,36,0,261,-5,-55,63,0
-11,-8,13,0,-5,-49,52,188,-4,34,-4,0
-3,-43,54,0,-3,27,13,114,-5,-51,57,0
-2,19,6,0,-10,-39,40,33,1,-35,66,0
-11,0,11,0,-,,,,-9,23,-11,0
2,-24,48,0,1,12,23,0,-1,-53,69,0
-9,9,4,0,-8,34,-12,0,-1,14,20,0
-9,-36,43,0,-1,-56,70,0,-9,-30,29,0
0,13,16,0,-6,37,-8,0,1,-1,38,0
-7,18,-2,0,-9,-9,14,0,-6,44,-16,0
-2,-42,64,0,0,-21,48,0,-5,-62,66,0
1,6,24,0,-2,32,-2,0,2,-26,54,0
-9,-20,27,0,-8,-52,55,0,-8,15,-5,0
-4,-50,65,6,0,25,9,0,0,-44,70,0
-2,31,-8,76,-9,21,-2,0,-2,26,10,0
-6,-56,64,120,-2,-45,61,0,-9,-37,39,0
-1,32,-3,185,0,9,17,0,0,8,28,0
-6,-52,55,265,-10,-23,32,0,-6,37,-16,62
0,22,7,322,0,-5,31,0,-3,-59,73,113
-3,25,-11,366,-3,26,-1,0,-6,37,-10,171
-3,-58,70,375,-7,-42,57,0,-4,-55,64,250
-1,38,-20,376,0,-15,35,0,-3,29,-2,318
-3,-63,72,370,-6,-5,18,62,-6,9,0,358
-2,40,-16,363,-1,-21,43,114,,,,
0,-35,62,301,-4,-1,14,171,,,,
-2,36,-6,221,-6,-34,53,247,0,-39,62,370
-5,-48,54,149,-1,11,3,315,-7,22,-10,376
-4,20,13,69,-4,-40,50,361,1,-47,63,374
-4,-34,34,0,-2,15,9,375,-5,27,-13,368
0,-59,72,0,-5,-39,40,377,-2,-52,69,328
-3,33,-17,0,-2,12,22,373,-4,31,-14,243
-1,-53,70,0,-4,-31,23,368,-3,-49,68,173
-2,,,,-3,-5,41,329,-1,28,-11,87
,-11,42,0,-2,-7,2,254,-4,-50,66,20
-3,-7,8,0,-4,-66,73,182,0,-20,50,0
-2,-28,52,0,-4,47,-13,97,-5,-3,0,0
-2,26,-1,0,-3,-66,61,29,-4,-52,59,0
-3,-47,46,0,,,,,0,30,2,0
-4,20,18,0,,,,,-4,11,-10,0
-6,30,-12,0,-4,33,5,0,0,-47,68,0
1,-61,67,0,-2,41,-32,0,-2,29,-17,0
0,-2,35,0,0,-74,89,0,0,-63,69,0
-5,-7,9,0,-4,61,-33,0,3,-1,36,0
0,-64,68,0,-2,-23,8,0,-7,-6,7,0
-7,44,-7,0,-2,-26,60,0,-4,-66,62,0
-3,-58,56,0,-2,17,-20,0,-1,37,-5,0
3,-52,71,41,-3,-80,61,0,-6,23,-14,0
-6,39,-22,109,-5,41,7,0,2,-56,75,0
1,-66,81,149,-3,-45,33,0,-5,43,-23,0
-9,50,-23,226,3,-88,90,0,-7,-31,32,0
1,-70,75,297,-6,67,-34,0,0,-3,36,9
-7,45,-16,357,0,-85,83,0,-5,49,-26,81
-3,-63,64,373,-1,-36,66,0,-1,-72,74,126
-8,37,0,378,-5,31,-23,0,-4,46,-12,197
-8,27,-15,375,3,-62,86,0,-4,-61,60,276
2,-53,72,369,-8,32,9,30,-5,30,4,336
-8,35,-19,338,-3,-40,34,101,-5,-46,40,367
0,-55,74,262,-6,5,35,140,1,10,22,379
-8,37,-13,181,-3,-15,12,209,-7,-21,23,3
0,-52,66,114,3,-72,80,286,80,,,
-8,32,-1,33,-10,47,-17,352,0,-10,43,375
-3,-47,56,0,-1,-66,64,369,-8,-3,2,368
0,,,,-8,37,-2,379,-2,-60,65,309
,-25,51,0,-2,-51,51,375,-5,38,-5,228
-10,8,5,0,-6,25,13,372,-6,-50,57,158
-4,-38,46,0,-6,-39,36,339,-4,29,8,86
-4,14,15,0,-4,12,25,262,-7,-42,43,9
-8,-33,40,0,-7,-24,27,189,0,-50,69,0
0,-37,55,0,0,0,40,126,-8,33,-14,0
-8,15,0,0,-11,-11,15,44,0,-55,73,0
-9,-26,33,0,1,,,,-1,1,35,0
1,1,27,0,-16,46,0,,-8,-15,15,0
-6,21,0,0,-5,34,-6,0,-4,-62,69,0
-4,-44,58,0,-5,-53,59,0,-4,40,-8,0
-4,23,-5,0,2,-28,59,0,-7,-58,62,0
-8,-9,16,0,-10,14,-4,0,1,-34,60,0
0,-16,46,0,0,-43,61,0,-9,24,-11,0
-1,28,-2,0,0,16,16,0,0,-52,70,0
-9,-48,56,0,-10,-33,37,0,0,16,18,0
-1,25,3,41,2,5,28,0,-9,-26,29,0
-5,12,-6,102,-7,32,-6,0,0,-4,39,0
0,-44,68,148,-5,-52,59,0,-5,43,-15,0
-4,29,-14,225,1,-14,38,0,-6,-59,69,0
-3,-60,72,300,-9,-1,14,0,0,-24,53,28
-2,39,-17,361,-6,-45,58,0,-8,11,-1,92
-4,-66,70,369,-1,22,6,0,0,-40,66,134
-1,40,-11,377,-10,-36,47,0,-6,25,-11,201
-7,-57,58,374,0,-32,50,0,0,-51,69,280
-2,27,4,368,-5,11,5,56,-5,30,-12,343
-5,-45,39,328,-3,-35,54,109,-1,-56,68,366
-2,11,24,252,-4,12,1,160,-5,32,-13,379
-3,46,-25,171,-7,-23,36,235,-4,-5,,
-2,-66,78,99,0,-3,20,302,3,64,377,
-3,42,-17,15,-4,-23,32,356,2,-19,46,373
-1,-61,65,0,-2,-5,29,372,-7,2,4,356
-4,31,-6,0,-5,-16,17,377,1,-30,56,293
-4,16,-4,0,-2,-12,44,373,-6,12,-3,218
0,-42,,,-3,-3,1,367,0,-34,59,156
,63,0,,-1,-33,62,332,0,17,5,80
-4,20,-11,0,-3,30,3,259,-6,-38,44,12
-2,-35,37,0,-5,-48,47,,0,9,15,0
-1,1,24,0,187,,,,-4,14,-11,0
-4,26,-12,0,-2,22,16,110,-2,-42,67,0
0,-51,63,0,-3,-37,30,32,-2,24,-13,0
-5,32,-5,0,-3,1,37,0,-6,-29,22,0
-5,-2,3,0,-3,49,-28,0,0,-7,39,0
1,-32,57,0,0,-75,78,0,-2,32,-9,0
-5,31,2,0,-4,53,-15,0,-5,-59,56,0
-3,-45,45,0,-3,14,-15,0,0,32,5,0
-4,20,20,0,0,-56,78,0,-6,18,-6,0
-8,40,-18,0,-2,45,-32,0,1,-54,64,0
3,-65,75,15,-5,-51,33,0,1,12,20,0
-8,47,-20,94,-1,7,36,0,-7,-25,22,0
-7,-6,10,132,-5,-8,3,0,-1,-63,72,0
0,-26,58,193,0,-87,80,0,-4,45,-16,0
-7,17,-10,276,-5,58,-18,0,-4,-64,67,0
1,-49,72,334,-5,32,-27,0,-2,38,-7,29
-7,34,-21,367,3,-67,88,0,-5,21,-16,98
1,-61,77,376,-6,58,-36,0,2,-55,78,137
-9,47,-21,376,-5,-38,34,0,-6,41,-22,213
0,-65,74,373,-4,0,39,18,1,-67,76,286
-9,43,-15,354,-4,-8,2,86,-6,47,-22,350
-3,-56,65,284,1,-80,82,125,-2,-70,71,369
-6,34,0,211,-9,54,-16,189,-4,43,-11,381
-8,17,-3,146,0,-65,64,260,-5,,,
0,-40,64,70,-9,35,2,325,-56,59,377,
-10,24,-7,0,-4,-51,44,363,-2,28,4,373
1,-46,62,0,-4,18,22,376,-7,27,-16,348
-2,4,27,0,-9,44,-23,377,0,-53,73,274
-8,-19,29,0,2,-64,77,373,-6,38,-18,190
-1,,,,-9,44,-19,365,-1,-56,73,117
,-43,60,0,-1,-63,70,302,-6,39,-14,32
-7,22,-1,0,-8,42,-9,224,-3,-57,67,0
-3,-44,56,0,-4,-56,64,152,-6,35,-7,0
0,-15,39,0,-6,34,2,80,-9,2,4,0
-9,-4,16,0,-7,-49,4,,1,-29,60,0
1,-20,44,0,9,6,,,-3,31,2,0
-3,19,6,0,2,-41,64,0,-7,-49,49,0
-7,-39,48,0,-9,25,-7,0,-2,21,14,0
0,-27,50,0,0,-48,69,0,-7,30,-15,0
-6,10,1,0,-2,10,25,0,-2,-56,72,0
-8,-35,48,0,-8,-25,24,0,-5,42,-14,0
-1,16,14,0,-2,-56,64,0,-10,-16,19,0
-9,-34,38,0,-4,32,-6,0,0,-17,48,0
-3,-45,67,32,-7,-53,60,0,-9,7,0,0
-3,27,-13,102,2,-21,47,0,-6,-57,65,0
-3,-58,72,151,-8,8,4,0,-1,33,4,0
-3,39,-14,231,-7,-47,52,0,-7,26,-11,0
-4,-64,65,305,-1,20,10,0,-2,-51,73,0
-1,37,-7,360,-9,-33,43,0,-7,35,-18,76
-7,-60,55,369,-2,-44,62,0,-8,-29,30,121
0,25,9,379,-3,26,-4,0,0,-3,38,173
-7,-37,33,372,-4,-45,60,0,-7,-8,13,247
-2,0,32,369,0,-6,31,25,-2,-24,48,320
-2,47,-26,343,-7,-12,24,92,-7,4,2,361
-3,-71,77,266,0,-16,36,134,1,-37,59,373
-4,48,-16,185,-4,-4,18,202,0,24,4,378
-3,-61,61,112,-1,-22,43,281,-,,,
-3,30,5,33,0,14,5,373,5,23,-11,367
-3,-43,42,0,0,14,5,376,-7,-30,32,361
,,,,-2,5,-1,377,-7,-30,32,333
,,,,-2,5,-1,378,0,0,27,268
0,-61,73,0,-2,-35,60,373,-6,-16,27,188
-5,39,-18,0,-3,19,-10,366,0,-7,31,132
0,-58,70,0,-3,-51,69,316,-3,22,-8,48
0,-14,39,0,-1,35,-19,232,-2,-43,63,0
-3,-3,9,0,-4,-60,75,161,-2,18,-5,0
-2,-53,59,0,-3,43,-16,73,-5,-9,13,0
-2,22,0,0,-3,-65,,,-1,-14,47,0
-2,-40,45,0,,69,1,,-3,-6,3,0
2,-39,61,0,-3,39,-9,0,-3,-48,52,0
-6,23,-10,0,-1,16,-17,0,0,22,8,0
2,-52,65,0,0,-50,79,0,-2,11,-7,0
-3,2,31,0,-3,38,-26,0,0,-45,61,0
-5,-15,15,0,-3,-45,31,0,0,12,24,0
2,-58,68,0,-3,4,35,0,-6,-24,20,0
-7,40,-8,0,-2,53,-28,0,0,-60,63,0
-1,-59,61,2,-1,-80,75,0,-2,37,-8,0
1,-35,58,75,-5,55,-11,0,-4,-57,58,0
-8,23,-12,123,-3,-67,54,0,1,-38,62,0
2,-51,73,172,2,-67,80,0,-6,27,-15,0
-7,37,-18,256,-5,56,-34,0,2,-57,77,0
0,-64,76,320,1,-80,90,0,0,14,21,43
-7,43,-20,367,-2,-4,43,0,-6,-27,24,105
0,-65,70,376,-7,2,0,0,0,-7,42,149
0,-20,52,377,0,-79,80,0,-7,-3,3,216
-7,12,-2,374,-7,51,-14,52,0,-67,69,288
0,-40,63,366,-1,-64,58,112,-6,40,-8,348
-8,26,-15,313,-8,31,13,159,-5,-59,53,368
1,-50,72,237,-7,48,-31,234,-2,25,9,380
-8,36,-11,159,3,-73,84,306,-6,-,,
-1,-53,69,86,-8,52,-27,358,35,35,376,
-9,32,-8,7,1,-73,76,373,0,1,32,374
-7,-9,14,0,-10,49,-15,380,-7,41,-20,360
0,-20,48,0,0,-64,64,374,-2,-61,71,291
-8,27,5,0,-8,37,-2,368,-6,41,-13,205
-4,-4,,,-4,-50,49,324,-3,-54,63,133
1,51,0,,-6,25,14,245,-4,32,3,60
-6,16,10,0,-8,-35,38,172,-6,-46,48,0
-8,9,3,0,-1,10,28,100,0,-42,63,0
2,-35,54,0,-9,-23,24,,-9,26,-11,0
0,9,17,0,,19,,,1,-49,71,0
-7,14,5,0,0,-53,65,0,-1,9,30,0
0,-35,54,0,-8,33,-6,0,-9,-23,23,0
-1,4,21,0,-2,-52,63,0,0,-8,40,0
-8,-23,31,0,1,-16,48,0,-3,37,-11,0
0,-1,30,0,-9,2,6,0,-6,-58,64,0
-5,20,-2,0,-8,-49,53,0,3,-24,55,0
-5,-41,63,0,-2,24,7,0,-10,14,-4,0
-1,-6,34,0,-9,12,0,0,0,-44,65,0
-8,-13,16,0,0,-40,59,0,0,24,11,0
1,-15,47,38,1,16,17,0,-9,-35,38,0
-1,29,-6,101,-10,-29,34,0,-2,-56,75,0
-7,-53,60,150,0,1,27,0,-6,43,-16,0
-2,32,1,219,-5,30,-7,0,-5,-61,70,0
-6,-51,48,295,-5,-50,63,0,-2,39,-11,67
-1,18,17,350,0,-13,40,0,-8,3,4,106
-8,-35,28,368,-8,0,14,0,0,-33,62,157
0,-5,38,376,-8,-46,57,0,-8,19,-9,226
-5,-5,5,373,-1,20,4,48,-2,-56,71,367
-4,-72,72,368,-7,-30,43,224,0,0,26,367
-2,44,-11,346,-1,-40,51,246,0,0,26,375
-6,-62,56,269,-1,-40,51,269,0,0,26,377
-3,29,8,200,-3,5,17,305,-6,-13,24,374
-4,-38,35,123,0,18,1,353,-4,-55,65,367
-1,0,36,53,-8,-43,56,370,-4,30,-,
-4,52,-26,0,-3,18,-9,375,8,348,,
-,,,,-6,-46,65,373,-4,-53,63,288
1,-73,74,0,-3,27,-7,368,-1,26,-2,214
-4,43,-12,0,-5,-56,61,338,-7,-41,56,148
-2,-55,59,0,0,33,-7,271,0,17,5,74
0,-47,65,0,-2,10,-6,,-6,-37,47,2
-4,28,-13,0,194,,,,-2,-35,59,0
-4,-16,19,0,-3,-39,67,123,-3,10,-3,0
2,-53,64,0,-2,24,-16,39,-3,-34,60,0
2,-53,64,0,0,-57,76,0,0,7,19,0
-1,-15,46,0,-2,37,-25,0,-4,-31,30,0
-7,32,-6,0,-2,-32,27,0,-2,-45,61,0
0,-54,55,0,-5,-1,41,0,0,22,-5,0
0,-31,57,0,-3,-12,4,0,-5,-51,56,0
-5,18,-9,0,0,-73,71,0,1,-16,46,0
2,-43,69,0,-3,45,-10,0,-4,6,2,0
-5,22,16,0,-2,19,-18,0,-5,-49,44,0
-5,-35,34,8,1,-59,77,0,-1,17,13,0
-3,4,26,73,-6,51,-27,0,-5,27,-13,0
-9,40,-16,124,-4,-36,25,0,0,-55,70,0
2,-63,74,171,-1,-7,43,0,-4,41,-16,0
-8,44,-12,255,-5,3,-3,0,-1,-64,72,0
-1,-63,64,322,-1,-79,77,0,1,-21,50,39
-5,36,-5,365,-7,53,-12,0,-5,8,-7,98
-5,-54,53,375,-2,-62,58,0,1,-41,69,136
-5,25,12,376,4,-68,87,26,-3,35,3,204
-6,-36,35,374,-7,54,-36,100,-4,-48,46,281
-3,4,29,364,1,-79,91,138,-4,15,21,341
-9,44,-19,308,-9,60,-30,212,-5,-29,23,367
0,-61,72,234,2,-77,80,282,1,-9,40,378
-8,41,-9,160,-9,51,-16,350,-7,1,5,380
-3,-53,60,88,-3,-67,62,368,-3,-64,69,375
-7,28,4,17,-8,37,3,378,-5,39,-8,
-8,18,-5,0,-8,36,-23,375,365,,,
0,-42,64,0,4,-59,80,372,-5,-53,53,302
-9,25,-4,0,-10,43,-24,346,-3,24,11,224
-6,,,,1,-62,76,270,-6,-35,40,150
-27,33,0,,-8,44,-16,189,-3,9,27,84
-3,0,28,0,0,-57,70,123,-8,35,-15,2
-8,23,-3,0,-8,37,-5,46,0,-56,68,0
-1,-45,58,0,,,,,-8,36,-9,0
-6,21,0,0,,,,,-8,-5,12,0
-10,-8,19,0,-5,-52,56,0,0,-20,53,0
2,-16,40,0,-5,26,6,0,-8,6,-1,0
-4,17,4,0,-11,14,-1,0,-6,-52,53,0
-5,-38,51,0,2,-38,64,0,-2,25,8,0
-3,16,6,0,-3,17,18,0,-8,21,-9,0
-8,1,8,0,-10,-34,34,0,0,-47,67,0
-6,-36,53,0,2,4,26,0,0,15,23,0
0,18,6,0,-6,25,-5,0,-11,-27,26,0
-7,8,0,0,-2,-49,61,0,1,-5,38,0
-2,-32,60,36,2,-5,37,0,-6,41,-12,0
-4,14,-8,101,-12,-7,13,0,-6,-57,68,0
-7,-40,41,148,3,-23,45,0,-4,38,-4,0
0,13,25,218,-2,28,1,0,-9,16,-5,0
-7,-29,24,295,-7,-44,55,0,1,-43,68,7
0,-8,41,348,0,-32,57,0,-2,24,11,79
-5,-7,2,370,-8,19,-2,0,-10,-37,40,125
1,-36,61,376,-12,-35,42,0,0,8,28,175
-1,41,-6,375,1,8,18,46,-8,-20,22,257
-7,-56,49,373,-8,-26,35,103,1,-15,42,326
-1,19,16,356,1,-2,28,149,-8,-4,8,364
-5,-32,25,280,-2,25,-5,222,1,-30,54,373
-1,-6,42,209,-6,-48,59,298,-2,29,-2,
-5,0,2,145,0,22,-5,353,,376,,
-3,-74,75,72,-7,-47,60,369,-7,-45,50,374
-4,45,-9,0,1,21,-2,378,-1,16,11,368
-3,-59,53,0,-7,-44,52,374,-8,-35,39,318
-2,-8,35,0,0,20,5,370,0,6,20,254
-5,41,-16,,-1,14,-9,356,-4,27,-10,175
0,,,,-4,-45,70,285,-3,-46,63,105
-5,41,-16,0,-1,31,-19,202,-3,23,-5,26
-4,-11,7,0,-4,-57,74,130,-4,-42,61,0
-4,-11,7,0,-1,40,-18,44,-1,16,-4,0
0,-31,43,0,-3,-63,73,0,-5,-9,17,0
-1,34,-4,0,-1,39,-15,0,0,-15,42,0
-2,-47,52,0,-2,1,,,-5,-7,8,0
-13,17,7,0,,-2,0,,-5,-41,51,0
-5,29,-15,0,-2,-34,65,0,0,15,6,0
2,-55,71,0,0,19,-16,0,-1,3,-2,0
-6,39,-17,0,-1,-55,49,0,-6,-39,40,0
-4,-18,21,0,-4,18,17,0,0,11,24,0
-1,-9,44,0,-5,-33,21,0,-7,-26,24,0
-7,-3,7,0,0,-71,76,0,-2,-53,58,0
1,-59,63,53,-4,54,-18,0,-2,31,-7,0
-7,36,-4,113,-4,1,-1,0,-3,-54,60,0
-3,-53,56,159,1,-44,67,0,1,-29,58,0
-6,28,8,230,-5,35,-25,0,-6,18,-8,0
-7,27,-15,306,-4,-56,48,0,1,-48,69,0
1,-56,71,353,-4,22,21,0,-1,19,11,68
-6,39,-19,373,-5,-27,24,0,-4,-37,33,117
0,-63,73,378,2,-81,89,9,-1,5,34,169
-7,45,-16,375,-8,60,-30,86,-7,-16,14,252
-1,-64,67,368,-1,-77,78,128,-1,-20,51,322
-7,40,-6,328,-8,51,-11,198,-4,7,-6,363
-5,-53,57,249,-1,-62,59,274,-4,-65,60,375
-5,29,9,180,-9,29,10,336,-4,35,3,
-6,-37,41,108,-7,45,-32,366,,381,,
-4,10,26,31,2,-72,85,377,-7,-44,43,375
-8,36,-1,,-8,54,-27,376,-1,11,23,369
2,0,,,1,-71,80,373,-7,-22,22,324
-2,-56,67,0,-10,48,-19,353,-1,-8,42,248
-8,35,-6,0,-1,-63,67,279,-7,0,8,182
-6,-4,13,0,-7,39,-2,202,-4,-56,68,109
0,-24,48,0,-5,-48,55,129,-5,34,-3,28
-7,25,2,0,-6,24,13,53,-4,-49,52,0
-6,-45,51,0,,,,,-5,23,11,0
-3,16,8,0,,,,,-9,24,-9,0
-8,14,2,0,-6,-36,35,0,0,-46,70,0
1,-35,55,0,-2,7,29,0,-3,11,24,0
-3,8,17,0,-8,32,-7,0,-8,-26,27,0
-7,-26,37,0,0,-49,65,0,0,-4,37,0
-1,-36,56,0,0,-5,38,0,-6,34,-10,0
-5,16,-2,0,-9,-10,13,0,-4,-55,63,0
-3,-36,62,0,-3,-53,58,0,-4,36,-4,0
-1,2,26,0,-4,27,1,0,-10,7,0,0
-9,-22,28,0,-10,2,7,0,1,-37,62,0
-3,-42,63,63,2,-28,53,0,-3,28,7,0
-2,22,-10,117,-10,13,0,0,-8,-41,43,0
-3,-50,67,176,-8,-39,43,0,0,-51,72,0
-4,33,-8,255,0,14,18,0,-7,39,-16,0
-5,-60,59,322,-8,24,-4,0,-3,-59,73,3
-2,33,1,363,-2,-46,64,0,0,-6,40,69
-6,-55,46,372,-5,29,-8,0,-9,-7,11,115
0,19,21,377,-11,-16,24,0,1,-24,55,168
-8,-29,21,368,3,-12,39,38,-8,12,-5,242
0,-13,46,366,-8,-5,15,99,0,-43,65,315
-3,52,-24,314,-6,-50,60,145,-2,22,8,357
-3,-72,73,236,-1,25,1,210,-8,-40,40,368
-4,47,-7,162,-6,-44,51,286,0,8,22,3
-6,-58,50,88,1,14,10,343,81,,,
-3,21,20,10,-8,-37,44,366,-8,-22,25,373
-4,-,,,2,7,15,378,0,-10,36,370
30,23,0,,-2,23,-10,374,-7,-8,13,340
2,-79,83,0,-3,-48,67,370,-4,-50,63,265
-6,56,-21,0,-2,29,-14,352,-2,26,-2,192
-1,-71,67,0,-5,-56,69,280,-6,-41,55,123
-4,35,-4,0,-1,36,-13,198,0,15,6,50
-4,29,-15,0,-5,-56,65,126,-5,-34,45,0
1,-63,71,0,-1,33,-3,4,0,-34,52,0
-3,11,20,0,5,,,,-4,9,3,0
-4,-20,23,0,-5,-52,54,0,-6,-26,40,0
0,-15,44,0,-1,22,7,0,1,0,19,0
-5,40,-15,0,-2,27,-16,0,-2,6,0,0
0,-60,64,0,-2,-53,74,0,-3,-35,53,0
-8,36,-5,0,-2,35,-19,0,0,-4,27,0
-7,18,-12,0,-2,-25,21,0,-5,-19,19,0
3,-44,70,0,-3,-14,43,0,1,-10,40,0
