x Normal 1,y Normal 1,z Normal 1,i Normal 1,, Normal 4, Normal 4, Normal 4, Normal 4
6,-31,38,0,,-5,9,8,0
1,0,25,0,,4,-31,35,0
-5,10,8,0,,3,-1,31,0
10,-43,50,0,,-7,17,4,0
3,-13,36,0,,2,-20,23,0
0,-7,16,0,,6,-18,40,0
8,-37,41,0,,-2,-1,13,0
-4,12,23,0,,8,-40,39,0
-7,11,10,0,,-3,10,25,0
9,-40,48,0,,-7,17,10,0
-7,22,7,0,,10,-44,47,0
2,-14,20,0,,-8,24,9,0
0,-12,40,0,,0,-8,16,0
-9,27,8,0,,3,-20,44,0
10,-50,48,0,,-10,28,10,0
-10,2,,,,8,-48,45,0
3,15,43,,,-9,19,19,15
-5,11,5,100,,-8,21,2,82
8,-44,55,139,,11,-52,56,125
-9,28,4,207,,-10,34,5,186
12,-54,51,288,,12,-56,50,267
-11,32,7,342,,-12,30,11,333
9,-54,46,364,,10,-48,43,362
1,-24,43,376,,,,,
-3,16,11,375,,-8,21,20,374
3,-39,48,368,,7,-28,33,376
-6,27,6,357,,6,-44,48,367
6,-45,50,293,,-8,29,7,361
-8,30,8,231,,8,-45,48,303
3,-3,18,161,,-10,27,11,225
-3,-18,42,85,,8,-37,43,158
0,6,12,20,,-11,16,20,78
11,-33,34,0,,9,-29,31,3
-11,9,24,0,,5,-29,43,0
7,-20,26,0,,-6,13,14,0
12,-30,32,0,,8,-22,29,0
12,-30,32,0,,-5,1,30,0
-6,-3,32,0,,-8,14,11,0
-6,-3,32,0,,10,-35,41,0
4,-16,10,0,,-8,15,17,0
-2,-11,33,0,,0,-7,21,0
-7,16,24,0,,3,-15,37,0
0,-36,25,0,,-8,15,21,0
5,-19,39,0,,9,-29,30,0
-4,7,8,0,,-7,8,27,0
7,-25,32,0,,-8,12,16,0
-4,,,,,9,-31,40,0
,8,27,0,,-3,3,30,0
-6,10,17,0,,2,-16,28,0
9,-31,38,0,,9,-36,40,0
-7,9,19,66,,-8,14,17,61
4,-17,28,115,,12,-37,38,113
4,-10,33,158,,-5,12,21,159
-1,-10,24,238,,9,-34,37,231
6,-19,32,309,,9,-25,38,305
-1,-4,24,356,,-4,2,19,355
9,-24,38,367,,10,-31,40,367
0,7,19,376,,-4,10,15,377
4,-26,37,369,,10,-34,42,
1,0,23,366,,,367,,
-7,8,15,351,,-8,12,14,367
9,-33,43,285,,9,-37,44,334
-6,11,13,220,,-5,14,13,264
8,-33,45,149,,-2,-6,22,193
-3,8,15,81,,7,-20,38,126
-4,-8,24,5,,-5,-2,17,48
8,-24,39,0,,11,-30,45,0
-3,0,15,0,,-5,6,10,0
5,-31,39,0,,4,-30,36,0
0,0,23,0,,3,-1,29,0
-4,7,8,0,,-7,14,7,0
10,-40,50,0,,10,-46,49,0
3,-11,33,0,,6,-17,39,0
1,-9,18,0,,-2,-3,13,0
8,-36,42,0,,8,-39,40,0
-5,11,21,0,,-3,11,25,0
-6,8,11,0,,3,-26,26,0
8,-38,48,0,,9,-44,48,0
-3,0,31,0,,-7,25,9,0
2,-17,23,0,,1,-9,17,0
8,-43,53,0,,2,-17,45,0
-9,26,6,0,,-10,28,9,0
2,-9,17,0,,10,-50,44,0
2,-21,,,,-9,22,19,31
46,24,,,,-7,18,3,93
-3,4,7,85,,10,-50,56,134
12,-48,42,128,,-11,33,2,201
-8,21,22,186,,15,-58,52,281
8,-38,32,266,,-12,32,9,339
-6,4,31,321,,10,-54,44,
4,-16,20,362,,363,,,
9,-54,46,370,,-10,25,18,376
-9,32,15,377,,7,-33,33,375
8,-43,39,368,,-8,7,29,368
-9,17,22,365,,-8,30,7,357
6,-25,28,317,,8,-47,49,294
-8,2,32,253,,-10,29,8,224
-7,30,7,184,,9,-40,44,153
8,-41,47,110,,-11,19,19,75
-11,21,15,29,,-3,9,13,5
10,-36,36,0,,4,-31,44,0
-10,12,24,0,,-7,14,12,0
-2,11,12,0,,8,-23,30,0
6,-31,45,0,,-5,1,31,0
-7,11,14,0,,-8,14,13,0
7,-20,25,0,,9,-36,40,0
-4,-4,33,0,,-3,-7,33,0
-7,13,17,0,,0,-8,20,0
11,-30,37,0,,11,-32,37,0
-10,13,22,0,,-7,16,23,0
-2,-3,18,0,,8,-30,31,0
4,-18,37,0,,5,-24,38,0
-5,4,19,0,,-6,9,17,0
9,-27,33,0,,7,-24,30,0
-6,9,25,0,,-2,5,28,0
-7,8,18,0,,-8,15,17,0
10,-30,36,1,,9,-35,39,0
,,,,,-8,13,18,60
0,1,27,58,,0,-13,25,113
3,-20,29,115,,6,-16,34,153
3,-6,30,149,,-4,-4,24,226
-8,12,18,224,,8,-24,35,301
12,-37,39,302,,-4,1,21,349
-4,10,17,350,,11,-29,,
8,-36,40,366,,,42,366,
-1,10,17,377,,-5,10,16,378
4,-30,38,370,,2,-23,35,370
2,3,21,367,,3,-3,24,367
-6,7,17,354,,0,-15,29,346
10,-33,42,281,,6,-11,33,280
-7,11,12,217,,-1,-7,23,210
7,-35,44,145,,5,-20,35,142
-1,8,14,77,,-1,9,12,70
-2,-10,27,0,,6,-34,43,0
7,-23,36,0,,0,2,19,0
-2,-1,18,0,,-3,4,11,0
5,-32,40,0,,4,-28,35,0
0,1,20,0,,2,-4,28,0
-2,6,12,0,,-5,10,8,0
5,-25,34,0,,10,-42,50,0
1,-8,30,0,,-5,13,12,0
2,-12,20,0,,-1,-3,12,0
8,-36,45,0,,6,-29,47,0
-4,13,19,0,,-3,8,25,0
-5,5,13,0,,5,-24,25,0
6,-36,48,0,,9,-41,48,0
-4,4,26,0,,-8,22,8,0
4,-23,28,0,,9,-44,49,0
8,-4,,,,2,-17,44,0
1,54,0,,,-2,1,12,0
-7,25,7,0,,-7,16,3,80
9,-49,52,0,,10,-41,36,96
0,-14,40,50,,10,-41,36,114
0,-2,10,104,,-7,12,31,156
5,-30,52,148,,-9,31,4,225
-9,26,16,218,,13,-55,51,301
9,-45,37,295,,-12,31,8,351
-8,12,25,344,,10,-52,43,366
6,-24,25,366,,-9,27,18,377
-1,-8,38,377,,7,-35,3,
0,3,15,375,,3,372,,
7,-45,41,368,,-8,8,30,367
-9,21,19,357,,-8,29,5,346
7,-30,32,293,,7,-47,50,274
-8,7,29,231,,-9,30,10,204
4,-13,25,158,,8,-40,44,134
5,-42,48,85,,-12,19,20,56
-9,22,12,9,,10,-32,31,0
10,-38,39,0,,6,-32,46,0
-9,14,22,0,,-6,15,12,0
-1,11,12,0,,8,-33,44,0
4,-30,46,0,,-5,0,31,0
-8,4,27,0,,6,-17,23,0
9,-21,27,0,,10,-36,40,0
8,-32,43,0,,-8,15,18,0
-8,14,17,0,,11,-31,35,0
8,-29,37,0,,3,-14,38,0
-1,-10,35,0,,-5,2,17,0
0,-4,17,0,,9,-29,31,0
10,-29,33,0,,-7,10,26,0
-9,12,24,0,,7,-24,29,0
9,-27,33,0,,10,-29,41,0
,,,,,-9,15,16,0
5,-21,39,0,,2,-20,27,0
-6,5,20,0,,2,-5,30,34
7,-25,31,2,,0,-13,25,105
-3,1,28,63,,11,-37,40,142
-7,6,21,115,,-5,14,20,214
11,-32,38,157,,10,,,
-7,10,20,235,,,-37,38,294
12,-36,39,310,,-3,9,17,345
-5,9,19,353,,6,-34,40,365
8,-35,39,367,,1,6,19,376
-1,10,17,376,,1,-24,35,374
5,-31,36,368,,11,-34,40,367
11,-27,36,365,,-6,11,14,354
-7,6,18,336,,9,-36,43,289
10,-32,41,259,,-6,13,13,222
-7,11,14,196,,8,-35,45,152
8,-35,43,122,,0,8,13,93
-3,9,17,55,,-4,-4,23,18
-4,-11,28,0,,9,-28,42,0
7,-22,34,0,,-3,4,14,0
-4,-2,19,0,,4,-29,39,0
6,-33,42,0,,3,-2,25,0
0,1,19,0,,-4,9,8,0
-3,4,13,0,,3,-20,29,0
8,-38,46,0,,4,-16,37,0
2,-8,28,0,,0,-6,15,0
2,-13,24,0,,8,-35,41,0
8,-37,47,0,,-1,9,23,0
-5,14,17,0,,-6,12,9,0
7,-35,36,0,,8,-41,48,0
6,-34,48,0,,2,-13,41,0
-6,16,5,0,,-4,35,15,0
5,-26,32,0,,-1,-1,15,0
-3,3,28,0,,-1,-1,15,0
-7,22,6,0,,8,-54,47,0
10,-47,5,,,8,-24,55,32
0,10,,,,-14,4,-2,99
-10,24,6,82,,6,-44,61,135
0,-9,15,125,,-5,18,29,200
2,-22,47,171,,11,-56,53,288
-4,8,9,241,,-3,-3,35,341
10,-48,41,316,,2,-8,16,
-6,21,6,353,,,366,,
7,-31,28,367,,2,-24,45,375
-3,0,34,376,,-3,17,9,376
0,-4,18,372,,3,-41,49,368
0,-24,42,367,,-8,12,25,362
-8,24,16,344,,5,-20,24,305
7,-34,35,269,,-5,-6,37,235
-8,12,26,205,,2,0,16,171
4,-17,27,128,,-2,-22,45,94
-5,-8,37,57,,-11,19,17,15
3,-3,14,0,,12,-33,33,0
9,-40,42,0,,-9,8,28,0
-9,18,19,0,,-6,17,11,0
0,9,11,0,,7,-34,45,0
5,-31,45,0,,-8,13,12,0
-8,7,24,0,,7,-15,23,0
9,-24,29,0,,-2,-9,38,0
5,-33,45,0,,-8,14,18,0
-7,15,13,0,,9,-30,34,0
5,-11,22,0,,-9,12,24,0
-2,-8,37,0,,-3,1,16,0
2,-5,17,0,,7,-23,40,0
10,-31,36,0,,-7,9,29,0
-10,13,21,0,,7,-23,28,0
-1,1,17,0,,9,-27,40,0
,,,,,-8,12,18,0
,,,,,11,-33,39,0
5,-19,39,0,,2,-5,32,58
-5,2,21,0,,0,-15,25,115
7,-27,31,3,,6,-13,33,153
-4,1,27,63,,-3,-8,23,230
-6,4,20,115,,11,-37,38,307
12,-29,39,157,,-3,9,19,351
-7,7,21,230,,6,,,
11,-34,37,309,,-35,38,366,
-5,8,19,351,,1,6,19,377
0,-13,27,368,,2,-25,36,373
8,-15,33,378,,11,-32,40,367
-5,-3,22,370,,-7,11,16,345
10,-24,34,367,,9,-37,44,274
-7,4,20,343,,-6,15,13,211
11,-31,41,265,,7,-36,45,137
-6,9,15,208,,0,10,14,70
1,-17,30,132,,-6,-4,24,0
5,-12,28,62,,9,-28,41,0
-2,-12,27,0,,-4,4,14,0
8,-22,34,0,,3,-29,39,0
-1,6,18,0,,2,-3,23,0
6,-32,40,0,,-4,9,8,0
8,-30,40,0,,8,-42,50,0
-3,3,15,0,,4,-15,35,0
5,-26,37,0,,0,-5,17,0
2,-8,27,0,,7,-36,43,0
-4,10,11,0,,-3,12,21,0
7,-36,45,0,,-7,11,10,0
-5,13,16,0,,9,-41,49,0
-3,2,13,0,,-7,23,5,0
6,-32,48,0,,1,-14,22,0
-4,5,27,0,,1,-11,40,0
-4,5,27,0,,-8,27,7,0
,,,,,10,-51,49,0
,,,,,5,-24,45,55
-6,20,8,0,,-5,8,7,104
-6,20,8,0,,7,-40,56,148
4,-24,28,0,,-8,25,2,210
-1,-6,35,61,,6,-37,30,290
-9,22,6,110,,-4,3,32,338
11,-49,51,160,,2,-14,,
-10,27,9,235,,20,365,,
10,-48,44,315,,2,-19,44,375
-9,19,20,355,,-4,14,11,375
6,-35,32,369,,7,-43,39,367
-3,6,31,378,,-8,16,24,357
-9,29,10,373,,4,-23,26,293
8,-47,43,368,,-6,-1,34,225
-8,25,16,341,,2,-4,18,157
6,-38,38,262,,-2,-20,43,79
-8,16,22,200,,-9,23,15,4
5,-23,31,123,,10,-36,36,0
-5,-3,33,53,,-10,11,25,0
-9,25,8,0,,7,-23,29,0
8,-43,45,0,,7,-36,46,0
-2,-20,44,0,,-7,15,11,0
1,7,13,0,,6,-14,23,0
9,-36,37,0,,-4,-9,37,0
-9,11,22,0,,-9,15,17,0
8,-27,30,0,,11,-31,36,0
5,-35,44,0,,-8,13,24,0
-4,16,14,0,,-3,2,16,0
7,-13,23,0,,5,-24,41,0
-4,-7,36,0,,-8,8,26,0
2,-7,17,0,,8,-22,29,0
9,-32,37,0,,-3,4,29,0
-9,15,21,0,,-8,10,19,0
0,0,19,0,,10,-32,37,9
4,-17,38,0,,0,-5,30,75
-7,9,23,0,,2,-15,25,123
7,-28,3,,,6,-12,34,164
1,4,,,,-3,-9,22,245
9,-24,36,68,,10,-35,36,318
-5,3,21,117,,-4,7,20,356
11,-28,39,161,,,,,
-7,6,19,234,,7,-32,38,367
3,-22,28,309,,0,6,22,377
3,-9,29,350,,2,-25,33,369
0,-15,28,369,,3,-4,26,367
6,-14,32,377,,-7,8,18,348
-5,-6,22,369,,10,-33,42,270
10,-23,35,366,,-6,11,15,207
-5,4,19,342,,7,-33,41,132
5,-26,35,268,,-2,6,18,67
0,1,26,217,,-5,-3,24,0
2,-20,30,144,,10,-29,39,0
6,-11,29,70,,-5,5,16,0
-4,9,18,3,,2,-24,35,0
9,-36,41,0,,3,-7,25,0
6,-22,34,0,,-4,8,11,0
-4,-3,22,0,,10,-38,48,0
8,-29,39,0,,5,-17,36,0
0,1,19,0,,-1,-3,16,0
4,-26,37,0,,7,-32,42,0
7,-35,43,0,,-3,8,24,0
-4,10,10,0,,5,-26,28,0
7,-35,39,0,,9,-41,50,0
0,-31,43,0,,-8,22,6,0
0,-31,43,0,,0,-14,22,0
-7,9,19,0,,1,-10,39,0
-7,9,19,0,,-9,25,8,0
-5,15,2,0,,11,-49,47,8
9,,,,,-9,23,12,76
,-27,40,0,,-5,6,6,116
-2,7,25,0,,8,-36,55,161
0,-27,33,0,,-8,21,4,233
11,-40,49,55,,7,-39,32,308
-16,8,0,106,,-4,5,32,349
7,-44,49,157,,2,-17,20,367
-8,23,10,220,,2,-15,42,377
-1,-7,16,300,,-4,9,,
4,-25,44,343,,12,374,,
-4,10,10,366,,5,-36,47,368
8,-37,46,375,,-8,16,24,351
-9,24,12,370,,3,-24,27,278
7,-43,41,366,,-6,0,33,218
-9,25,15,345,,1,-5,20,150
-3,6,11,279,,0,-20,42,76
3,-30,48,213,,-10,24,15,0
-5,22,10,138,,10,-37,36,0
6,-42,49,65,,-8,11,26,0
-9,26,9,0,,-5,19,10,0
3,-11,18,0,,8,-37,46,0
-2,-16,43,0,,-8,17,12,0
-10,25,16,0,,6,-15,23,0
10,-40,39,0,,-1,-10,35,0
-10,13,20,0,,-8,17,17,0
8,-30,31,0,,11,-32,37,0
6,-33,45,0,,-10,13,22,0
-6,17,13,0,,-4,3,15,0
6,-16,24,0,,5,-24,41,0
-4,-5,34,0,,-6,10,16,0
2,-8,20,0,,8,-24,32,0
10,-33,38,0,,-4,6,27,0
-9,15,19,0,,-8,9,18,0
0,-1,19,0,,11,-32,38,25
3,-16,37,0,,-8,9,19,93
-7,9,22,0,,2,-16,27,132
8,,,,,6,-9,33,176
-28,32,26,,,-2,-12,24,265
-5,3,27,88,,8,-20,32,329
-6,1,21,128,,-4,-3,2,
10,-26,37,180,,3,364,,
-6,4,19,259,,7,-34,39,374
11,-32,38,329,,0,8,19,377
-5,7,18,361,,2,-27,34,368
0,-16,29,372,,3,-2,24,366
6,-10,29,377,,-6,10,16,327
-4,-7,24,369,,11,-34,42,248
10,-22,36,363,,-6,12,14,185
-6,3,20,319,,7,-35,41,109
10,-29,42,238,,-1,7,17,42
-5,10,13,176,,7,-32,40,0
2,-24,33,98,,9,-29,40,0
6,-7,29,39,,-5,5,17,0
-1,-16,27,0,,4,-25,37,0
7,-19,34,0,,3,-6,24,0
-3,12,16,0,,-3,8,13,0
8,-37,43,0,,8,-38,47,0
9,-29,39,0,,4,-17,33,0
-3,4,17,0,,-1,-3,16,0
5,-31,39,0,,6,-27,44,0
1,-2,22,0,,-2,8,23,0
-3,12,11,0,,5,-26,30,0
8,-38,47,0,,7,-40,49,0
-7,15,12,0,,-7,20,5,0
0,-4,17,0,,2,-15,23,0
4,-26,44,0,,0,-9,37,0
-5,14,16,0,,-7,21,10,0
5,-32,41,0,,10,-45,46,21
6,-32,48,0,,-9,19,12,90
-7,11,10,0,,10,-44,44,137
,,,,,-8,21,19,192
8,-38,47,43,,-7,15,5,269
-4,-1,27,103,,10,-43,51,333
6,-20,26,153,,-9,24,,
0,-5,35,209,,,6,362,
0,-13,19,289,,10,-49,47,374
2,-19,41,342,,-10,31,15,375
-1,3,13,364,,7,-42,38,367
7,-36,35,375,,-7,17,22,358
-5,12,27,375,,5,-26,28,296
2,-20,25,368,,7,-43,51,228
-2,-8,36,356,,-8,31,8,161
-2,1,15,300,,7,-46,48,86
7,-38,42,224,,-10,24,13,9
-8,21,19,158,,10,-39,38,0
5,-31,33,79,,3,-33,50,0
-6,6,27,18,,-5,19,9,0
-7,22,8,0,,7,-25,28,0
8,-44,50,0,,-7,0,31,0
-9,25,11,0,,-8,16,11,0
2,0,14,0,,9,-38,43,0
9,-40,41,0,,-2,-8,38,0
-10,16,18,0,,1,-2,17,0
10,-32,35,0,,1,-17,39,0
4,-32,47,0,,-10,13,21,0
-6,17,11,0,,11,-28,31,0
8,-33,42,0,,-8,10,27,0
-5,-3,32,0,,-7,8,16,0
5,-9,21,0,,8,-25,39,0
8,-33,40,0,,-4,3,28,0
-9,15,18,0,,3,-20,27,0
,,,,,11,-29,36,63
,,,,,-8,7,22,115
9,-28,36,0,,11,-32,37,157
1,-16,37,0,,-7,10,20,234
-3,-2,21,0,,11,-35,38,315
10,-27,31,63,,10,-23,36,374
-6,1,27,114,,2,7,21,375
8,-24,31,157,,2,7,21,376
-2,0,29,219,,-6,,,
-5,2,19,293,,5,19,370,
11,-31,37,348,,12,-31,39,365
-6,6,20,367,,-7,10,17,348
11,-31,39,376,,-1,-17,29,267
-5,11,19,372,,6,-10,32,206
8,-33,36,365,,-2,-7,23,129
-4,7,21,349,,9,-22,34,61
-6,0,19,283,,-6,-1,21,0
11,-26,41,216,,5,-34,39,0
-5,8,16,151,,2,2,20,0
9,-36,41,72,,-5,9,17,0
-7,10,16,3,,10,-38,45,0
0,-19,26,0,,-4,11,12,0
7,-16,34,0,,0,-16,30,0
-4,14,18,0,,6,-18,33,0
9,-40,40,0,,-3,13,12,0
-1,7,18,0,,6,-33,43,0
-3,2,19,0,,-3,8,22,0
5,-32,37,0,,-6,11,10,0
1,0,23,0,,8,-40,49,0
-5,13,15,0,,0,-2,28,0
8,-38,45,0,,0,-15,26,0
-7,15,13,0,,8,-41,51,0
0,-5,18,0,,-8,20,8,0
4,-24,42,0,,-1,-10,19,12
-6,16,14,0,,3,-19,41,82
5,-33,42,0,,-2,0,12,122
6,-32,47,0,,6,-28,50,172
-7,10,1,,,-5,10,8,244
3,0,,,,7,-38,35,319
9,-37,46,55,,-5,7,28,353
-3,-2,27,108,,3,-21,24,368
4,-19,29,160,,2,-8,38,376
0,-5,33,219,,-,,,
0,-14,22,297,,8,27,16,370
2,-17,38,346,,6,-40,37,367
-7,15,16,366,,-6,15,23,341
6,-32,35,377,,4,-25,29,264
-5,10,26,372,,-5,2,32,205
3,-20,24,367,,0,-8,21,136
-1,-7,36,346,,7,-46,47,62
-2,-1,17,276,,-9,24,11,0
1,-21,44,208,,9,-39,39,0
-8,23,18,134,,3,-34,50,0
6,-33,37,57,,-5,21,7,0
-6,9,24,0,,7,-27,29,0
6,-21,27,0,,-6,0,32,0
8,-44,51,0,,-8,21,8,0
-8,28,8,0,,9,-41,45,0
3,-5,16,0,,-3,-11,38,0
0,-22,41,0,,1,0,16,0
-9,20,15,0,,11,-35,39,0
8,-36,38,0,,-10,13,22,0
3,-30,46,0,,10,-28,31,0
-4,17,10,0,,-10,9,25,0
7,-34,44,0,,-5,10,14,0
-6,0,31,0,,8,-27,40,0
5,-12,22,0,,-5,3,29,0
8,-34,42,0,,4,-19,27,13
-7,16,16,0,,-1,-6,32,81
3,-4,20,0,,-7,9,21,244
1,-15,37,0,,4,-7,30,268
-2,-3,,,,8,-35,34,289
,19,0,,,8,-35,34,318
10,-28,31,67,,-1,12,27,356
-5,2,26,116,,-4,-4,23,370
9,-24,32,161,,11,-22,24,37
-4,0,26,224,,7,,,
-6,0,18,298,,-7,4,8,367
10,-30,38,350,,8,-32,34,365
-6,5,20,368,,-6,13,23,336
11,-28,40,377,,10,-36,41,253
-6,8,18,373,,-6,14,15,195
-3,-11,24,365,,-2,-9,24,115
7,-18,36,343,,9,-20,34,46
-4,-2,19,269,,-6,-3,21,0
10,-24,43,201,,12,-32,41,0
-5,7,14,134,,1,4,22,0
10,-35,42,52,,4,-28,35,0
-7,9,15,0,,11,-39,42,0
2,-22,27,0,,-5,11,15,0
6,-12,33,0,,8,-40,45,0
-6,15,15,0,,6,-16,32,0
10,-41,41,0,,-2,-2,19,0
-2,10,18,0,,6,-35,43,0
-3,2,18,0,,-4,9,19,0
9,-34,42,0,,-5,10,11,0
0,2,22,0,,8,-40,50,0
3,-19,31,0,,-8,21,5,0
8,-38,44,0,,1,-18,28,0
-7,16,13,0,,0,-7,32,0
1,-8,19,0,,-8,20,9,0
4,-22,41,0,,10,-44,46,30
-4,6,13,0,,4,-18,40,96
6,-34,42,0,,-2,-2,14,140
-5,8,22,0,,5,-25,47,195
-7,,,,,-5,6,10,271
8,13,2,,,8,-36,49,334
8,-35,45,65,,-5,8,25,361
-4,-2,26,113,,2,-23,26,373
5,-19,29,169,,0,-5,36,
0,-7,32,231,,378,,,
1,-14,23,307,,-3,-1,16,372
1,-17,37,351,,4,-26,43,367
-8,11,18,368,,-6,17,22,321
7,-30,34,378,,4,-28,32,238
-5,9,28,373,,-5,7,30,182
3,-20,23,367,,2,-14,24,104
-2,-5,35,344,,-1,-13,39,28
-2,-4,16,271,,0,4,12,0
8,-38,42,202,,9,-43,43,0
-8,23,18,129,,-9,19,19,0
6,-36,38,53,,-4,18,7,0
-9,13,24,0,,7,-40,49,0
-7,19,7,0,,-7,4,28,0
9,-44,51,0,,5,-17,24,0
-8,29,9,0,,8,-42,47,0
4,-11,20,0,,-8,22,13,0
-2,-16,39,0,,3,-3,16,0
-10,23,11,0,,0,-19,41,0
10,-40,41,0,,-3,6,13,0
-7,18,20,0,,9,-30,32,0
-4,16,12,0,,-8,10,24,0
6,-34,43,0,,-3,11,14,0
-7,17,12,0,,8,-27,41,0
5,-17,23,0,,-5,1,27,0
-4,-5,35,0,,5,-19,26,24
-7,18,15,0,,0,-8,31,85
8,-32,38,0,,-7,7,21,126
-8,11,20,,,12,-29,39,175
0,,,,,-8,7,20,254
-1,-5,19,38,,10,-33,36,329
5,-22,38,98,,-3,6,,
-4,1,24,222,,,21,360,
-4,1,24,243,,-3,-5,22,374
-4,0,19,265,,10,-21,36,377
8,-26,32,330,,-8,3,18,368
1,-2,26,358,,12,-30,38,364
-5,5,18,373,,-7,10,18,319
9,-29,40,376,,12,-34,44,235
-6,8,18,368,,-7,14,14,176
10,-32,39,363,,8,-40,41,96
-5,10,18,326,,10,-21,37,26
-3,-4,20,247,,-5,-2,20,0
8,-22,40,187,,11,-32,40,0
-4,3,14,115,,-6,8,16,0
11,-33,44,38,,4,-28,32,0
-7,8,14,0,,3,-7,26,0
3,-25,30,0,,-5,11,16,0
4,-8,32,0,,9,-40,43,0
-6,15,14,0,,5,-18,33,0
11,-43,42,0,,-2,0,20,0
-3,13,17,0,,6,-34,39,0
-3,0,19,0,,-3,6,21,0
8,-32,41,0,,-6,9,12,0
-1,4,21,0,,8,-38,48,0
3,-22,32,0,,-2,0,28,0
9,-38,45,0,,1,-15,26,0
-8,17,13,0,,9,-39,50,0
8,-42,45,0,,-8,16,13,0
3,-20,40,0,,9,-40,43,40
-2,5,15,0,,3,-20,39,101
8,-35,42,0,,-4,-1,16,151
-5,9,21,0,,7,-25,44,209
,,,,,-6,5,13,283
-7,8,14,22,,9,-33,45,341
7,-36,45,88,,-8,14,12,363
-7,13,12,126,,1,-19,24,375
4,-17,30,189,,2,-,,
0,-8,32,257,,8,37,376,
1,-11,23,330,,-4,0,16,369
0,-18,36,356,,4,-26,43,363
-2,1,16,370,,-9,17,10,306
7,-26,33,376,,4,-25,30,224
-7,6,30,368,,-4,6,32,169
4,-18,22,365,,0,-13,24,89
-3,-6,37,327,,0,-12,37,22
0,-4,16,254,,-2,2,13,0
8,-37,42,188,,11,-44,44,0
-9,22,18,114,,-9,22,19,0
7,-35,36,38,,-5,17,9,0
-8,13,24,0,,7,-40,48,0
7,-27,31,0,,-8,7,26,0
8,-41,50,0,,6,-21,27,0
-8,25,8,0,,10,-43,48,0
4,-16,21,0,,-9,25,13,0
-3,-13,37,0,,10,-38,40,0
0,-1,16,0,,0,-19,40,0
9,-41,41,0,,-2,6,14,0
-8,20,19,0,,9,-32,34,0
-4,13,11,0,,-8,12,24,0
5,-33,44,0,,8,-24,31,0
-7,7,27,0,,7,-29,41,0
6,-18,26,0,,-8,9,17,0
9,-36,44,0,,5,-19,26,54
-8,19,14,0,,0,-7,32,108
12,-31,34,63,,2,-13,27,153
9,-28,,,,4,-11,32,212
30,81,,,,0,-11,24,293
9,-28,30,96,,10,-33,37,349
-6,6,24,109,,-3,8,20,366
-3,1,21,149,,8,-29,39,376
10,-27,34,211,,,,,
-3,2,24,289,,-1,7,20,374
0,-32,26,345,,3,-27,32,367
-6,-6,20,364,,11,-29,39,350
0,-22,29,374,,-7,10,16,280
1,-6,25,374,,11,-34,44,209
-6,9,16,368,,-6,14,11,142
10,-33,40,355,,8,-40,44,61
-5,11,16,296,,-5,13,17,0
9,-35,44,220,,7,-38,39,0
-3,13,14,160,,10,-31,42,0
5,-38,40,76,,-6,8,16,0
11,-30,43,3,,6,-31,34,0
-6,6,13,0,,3,-5,26,0
12,-40,47,0,,-4,14,14,0
3,-2,30,0,,8,-42,44,0
1,-21,25,0,,-3,15,14,0
11,-46,46,0,,-2,0,19,0
-3,15,15,0,,8,-29,42,0
8,-41,40,0,,-4,8,21,0
8,-30,41,0,,5,-29,32,0
-4,11,15,0,,7,-40,49,0
4,-27,34,0,,-8,21,5,0
-1,-2,29,0,,3,-16,27,0
2,-14,23,0,,1,-11,35,0
8,-44,48,0,,-2,-8,20,8
-7,22,10,0,,9,-40,44,69
0,2,16,0,,-7,12,14,116
4,-28,44,0,,8,-34,41,172
-,,,,,-5,9,20,236
7,12,19,7,,-5,5,12,307
8,-32,33,72,,7,-32,4,
-4,1,27,113,,4,351,,
-5,14,13,170,,-7,12,12,367
7,-37,46,237,,9,-34,43,378
-8,12,13,309,,-9,17,20,370
9,-35,40,354,,-4,0,14,367
-6,11,17,367,,4,-26,44,345
7,-26,36,378,,-8,17,9,277
-8,7,27,373,,7,-36,49,206
-7,12,12,367,,-9,25,11,136
7,-35,44,340,,0,-14,23,58
-10,22,11,262,,0,-12,37,0
7,-39,45,190,,0,1,12,0
-10,22,15,114,,10,-43,43,0
8,-38,39,37,,-9,22,20,0
-8,16,20,0,,-4,16,7,0
-6,13,11,0,,8,-40,48,0
6,-37,49,0,,-8,23,8,0
-7,9,27,0,,7,-22,25,0
6,-23,25,0,,-2,-5,36,0
10,-45,48,0,,-9,26,13,0
-8,24,11,0,,9,-39,40,0
8,-42,44,0,,0,-17,40,0
1,-18,40,0,,-2,6,14,0
-2,8,13,0,,10,-32,36,0
10,-34,33,0,,-8,13,24,0
-7,11,25,0,,7,-24,30,0
7,-22,28,0,,7,-30,41,0
7,-33,43,0,,-7,9,17,3
-6,18,13,0,,5,-19,26,68
9,-34,42,0,,0,-8,32,116
0,-11,,,,2,-13,25,162
,35,0,,,5,-13,32,228
1,-6,21,44,,0,-10,24,305
10,-32,34,103,,10,-33,,
-5,7,23,148,,,38,354,
11,-27,34,211,,-5,7,20,368
-5,1,23,289,,7,-29,38,377
7,-27,35,348,,0,7,20,372
-1,-2,24,366,,3,-27,34,366
-5,5,19,377,,12,-29,40,343
10,-27,39,374,,-8,10,14,270
-7,6,17,368,,12,-36,46,200
11,-31,39,353,,-5,16,11,130
-6,10,17,291,,8,-42,45,52
